ticker,ticker-full,short-name,sector,industry,6-10--2025
JYNT,JYNT US Equity,JOINT CORP/THE,Health Care,Health Care Providers & Services,12.51
NAKA,NAKA US Equity,KINDLY MD INC,Health Care,Health Care Providers & Services,11.6
PRPO,PRPO US Equity,PRECIPIO INC,Health Care,Health Care Providers & Services,11.39
AONC,AONC US Equity,AMERICAN ONCOLOG,Health Care,Health Care Providers & Services,11
EHAB,EHAB US Equity,ENHABIT INC,Health Care,Health Care Providers & Services,10.72
PACS,PACS US Equity,PACS GROUP INC,Health Care,Health Care Providers & Services,10.69
AHCO,AHCO US Equity,ADAPTHEALTH CORP,Health Care,Health Care Providers & Services,8.82
OMI,OMI US Equity,OWENS & MINOR,Health Care,Health Care Providers & Services,8.14
NEO,NEO US Equity,NEOGENOMICS INC,Health Care,Health Care Providers & Services,7.84
BKD,BKD US Equity,BROOKDALE SR,Health Care,Health Care Providers & Services,7.1
VMD,VMD US Equity,VIEMED HEALTHCAR,Health Care,Health Care Providers & Services,6.9
NEUE,NEUE US Equity,NEUEHEALTH INC,Health Care,Health Care Providers & Services,6.77
PIII,PIII US Equity,P3 HEALTH PARTNE,Health Care,Health Care Providers & Services,6.35
INFU,INFU US Equity,INFUSYSTEM HOLD,Health Care,Health Care Providers & Services,6.05
LFST,LFST US Equity,LIFESTANCE HEALT,Health Care,Health Care Providers & Services,5.72
CCEL,CCEL US Equity,CRYO-CELL INTL,Health Care,Health Care Providers & Services,5.48
AVAH,AVAH US Equity,AVEANNA HEALTHCA,Health Care,Health Care Providers & Services,5.44
SBC,SBC US Equity,SBC MEDICAL GROU,Health Care,Health Care Providers & Services,4.78
INNV,INNV US Equity,INNOVAGE HOLDING,Health Care,Health Care Providers & Services,3.81
PHLT,PHLT US Equity,PERFORMANT HEALT,Health Care,Health Care Providers & Services,3.3
MODV,MODV US Equity,MODIVCARE INC,Health Care,Health Care Providers & Services,3.26
CYH,CYH US Equity,COMMUNITY HEALTH,Health Care,Health Care Providers & Services,3.25
CLOV,CLOV US Equity,CLOVER HEALTH IN,Health Care,Health Care Providers & Services,2.99
TALK,TALK US Equity,TALKSPACE INC,Health Care,Health Care Providers & Services,2.98
TOI,TOI US Equity,ONCOLOGY INSTITU,Health Care,Health Care Providers & Services,2.66
AMS,AMS US Equity,AMERICAN SHARED,Health Care,Health Care Providers & Services,2.41
AGL,AGL US Equity,AGILON HEALTH IN,Health Care,Health Care Providers & Services,2.28
VVOS,VVOS US Equity,VIVOS THERAPEUTI,Health Care,Health Care Providers & Services,2.11
QIPT,QIPT US Equity,QUIPT HOME MEDIC,Health Care,Health Care Providers & Services,2.07
IVP,IVP US Equity,INSPIRE VETERINA,Health Care,Health Care Providers & Services,1.84
DCGO,DCGO US Equity,DOCGO INC,Health Care,Health Care Providers & Services,1.53
OTRK,OTRK US Equity,ONTRAK INC,Health Care,Health Care Providers & Services,1.49
WGRX,WGRX US Equity,WELLGISTICS HEAL,Health Care,Health Care Providers & Services,1.42
OPK,OPK US Equity,OPKO HEALTH,Health Care,Health Care Providers & Services,1.38
SSY,SSY US Equity,SUNLINK HEALTH,Health Care,Health Care Providers & Services,0.99
COSM,COSM US Equity,COSMOS HEALTH IN,Health Care,Health Care Providers & Services,0.49
BDSX,BDSX US Equity,BIODESIX INC,Health Care,Health Care Providers & Services,0.33
WORX,WORX US Equity,SCWORX CORP,Health Care,Health Care Technology,0.504999995
VEEV,VEEV US Equity,VEEVA SYSTEMS-A,Health Care,Health Care Technology,284.13
DOCS,DOCS US Equity,DOXIMITY INC-A,Health Care,Health Care Technology,58.54
WAY,WAY US Equity,WAYSTAR HOLDING,Health Care,Health Care Technology,40.63
CTEV,CTEV US Equity,CLARITEV CORP,Health Care,Health Care Technology,38.38
HSTM,HSTM US Equity,HEALTHSTREAM INC,Health Care,Health Care Technology,28.13
PHR,PHR US Equity,PHREESIA INC,Health Care,Health Care Technology,28.02
SLP,SLP US Equity,SIMULATIONS PLUS,Health Care,Health Care Technology,27.22
SDGR,SDGR US Equity,SCHRODINGER INC,Health Care,Health Care Technology,26.13
TBRG,TBRG US Equity,TRUBRIDGE INC,Health Care,Health Care Technology,24.73
OPRX,OPRX US Equity,OPTIMIZERX CORP,Health Care,Health Care Technology,15.44
LFMD,LFMD US Equity,LIFEMD INC,Health Care,Health Care Technology,12.16
CERT,CERT US Equity,CERTARA INC,Health Care,Health Care Technology,11.99
EVH,EVH US Equity,EVOLENT HEALTH-A,Health Care,Health Care Technology,8.97
TDOC,TDOC US Equity,TELADOC HEALTH I,Health Care,Health Care Technology,7.4
AMWL,AMWL US Equity,AMERICAN WELL -A,Health Care,Health Care Technology,7.37
ACON,ACON US Equity,ACLARION INC,Health Care,Health Care Technology,7.24
STRM,STRM US Equity,STREAMLINE HEALT,Health Care,Health Care Technology,5.18
GDRX,GDRX US Equity,GOODRX HOLDIN-A,Health Care,Health Care Technology,4.54
HCAT,HCAT US Equity,HEALTH CATALYST,Health Care,Health Care Technology,4.14
ICAD,ICAD US Equity,ICAD INC,Health Care,Health Care Technology,3.95
DH,DH US Equity,DEFINITIVE HEALT,Health Care,Health Care Technology,3.75
AIFF,AIFF US Equity,FIREFLY NEUROSCI,Health Care,Health Care Technology,3.31
CCLD,CCLD US Equity,CARECLOUD INC,Health Care,Health Care Technology,2.23
FORA,FORA US Equity,FORIAN INC,Health Care,Health Care Technology,2.04
BFRG,BFRG US Equity,BULLFROG AI HOLD,Health Care,Health Care Technology,1.9
ISPC,ISPC US Equity,ISPECIMEN INC,Health Care,Health Care Technology,1.26
SCNX,SCNX US Equity,SCIENTURE HOLDIN,Health Care,Health Care Technology,1.15
VSEE,VSEE US Equity,VSEE HEALTH INC,Health Care,Health Care Technology,1.15
DRIO,DRIO US Equity,DARIOHEALTH CORP,Health Care,Health Care Technology,0.72
ONMD,ONMD US Equity,ONEMEDNET CORP,Health Care,Health Care Technology,0.44
HCTI,HCTI US Equity,HEALTHCARE TRIAN,Health Care,Health Care Technology,0.01
MTD,MTD US Equity,METTLER-TOLEDO,Health Care,Life Sciences Tools & Services,1216.57
TMO,TMO US Equity,THERMO FISHER,Health Care,Life Sciences Tools & Services,414.54
WAT,WAT US Equity,WATERS CORP,Health Care,Life Sciences Tools & Services,349.84
MEDP,MEDP US Equity,MEDPACE HOLDINGS,Health Care,Life Sciences Tools & Services,305.89
BIO,BIO US Equity,BIO-RAD LABS-A,Health Care,Life Sciences Tools & Services,230.52
WST,WST US Equity,WEST PHARMACEUT,Health Care,Life Sciences Tools & Services,227.7
DHR,DHR US Equity,DANAHER CORP,Health Care,Life Sciences Tools & Services,202.62
IQV,IQV US Equity,IQVIA HOLDINGS I,Health Care,Life Sciences Tools & Services,159.77
CRL,CRL US Equity,CHARLES RIVER LA,Health Care,Life Sciences Tools & Services,151
RGEN,RGEN US Equity,REPLIGEN CORP,Health Care,Life Sciences Tools & Services,132.87
A,A US Equity,AGILENT TECH INC,Health Care,Life Sciences Tools & Services,120.52
MLAB,MLAB US Equity,MESA LABS,Health Care,Life Sciences Tools & Services,104.35
RVTY,RVTY US Equity,REVVITY INC,Health Care,Life Sciences Tools & Services,96.25
ILMN,ILMN US Equity,ILLUMINA INC,Health Care,Life Sciences Tools & Services,87.98
TEM,TEM US Equity,TEMPUS AI INC,Health Care,Life Sciences Tools & Services,69.38
TECH,TECH US Equity,BIO-TECHNE CORP,Health Care,Life Sciences Tools & Services,51.4
BRKR,BRKR US Equity,BRUKER CORP,Health Care,Life Sciences Tools & Services,40.66
AZTA,AZTA US Equity,AZENTA INC,Health Care,Life Sciences Tools & Services,30.42
BLFS,BLFS US Equity,BIOLIFE SOLUTION,Health Care,Life Sciences Tools & Services,23.91
AVTR,AVTR US Equity,AVANTOR INC,Health Care,Life Sciences Tools & Services,13.69
NAGE,NAGE US Equity,NIAGEN BIOSCIENC,Health Care,Life Sciences Tools & Services,13.52
SHC,SHC US Equity,SOTERA HEALTH CO,Health Care,Life Sciences Tools & Services,12.3
TXG,TXG US Equity,10X GENOMICS I-A,Health Care,Life Sciences Tools & Services,10.65
ADPT,ADPT US Equity,ADAPTIVE BIOTECH,Health Care,Life Sciences Tools & Services,10.46
LFCR,LFCR US Equity,LIFECORE BIOMEDI,Health Care,Life Sciences Tools & Services,6.86
CYRX,CYRX US Equity,CRYOPORT,Health Care,Life Sciences Tools & Services,6.78
QTRX,QTRX US Equity,QUANTERIX CORP,Health Care,Life Sciences Tools & Services,6.58
CSBR,CSBR US Equity,CHAMPIONS ONCOLO,Health Care,Life Sciences Tools & Services,6.46
TKNO,TKNO US Equity,ALPHA TEKNOVA IN,Health Care,Life Sciences Tools & Services,5.91
PSNL,PSNL US Equity,PERSONALIS INC,Health Care,Life Sciences Tools & Services,5.53
FTRE,FTRE US Equity,FORTREA HOLDINGS,Health Care,Life Sciences Tools & Services,5.41
APDN,APDN US Equity,APPLIED DNA SCIE,Health Care,Life Sciences Tools & Services,4.67
BNGO,BNGO US Equity,BIONANO GENOMICS,Health Care,Life Sciences Tools & Services,3.67
RPID,RPID US Equity,RAPID MICRO BI-A,Health Care,Life Sciences Tools & Services,3.59
CTKB,CTKB US Equity,CYTEK BIOSCIENCE,Health Care,Life Sciences Tools & Services,3.47
NOTV,NOTV US Equity,INOTIV INC,Health Care,Life Sciences Tools & Services,2.84
ATLN,ATLN US Equity,ATLANTIC INTERNA,Health Care,Life Sciences Tools & Services,2.49
CDT,CDT US Equity,CONDUIT PHARMACE,Health Care,Life Sciences Tools & Services,2.49
CDXS,CDXS US Equity,CODEXIS INC,Health Care,Life Sciences Tools & Services,2.44
MXCT,MXCT US Equity,MAXCYTE INC,Health Care,Life Sciences Tools & Services,2.31
SEER,SEER US Equity,SEER INC,Health Care,Life Sciences Tools & Services,2.23
MRVI,MRVI US Equity,MARAVAI LIFESC-A,Health Care,Life Sciences Tools & Services,2.16
QSI,QSI US Equity,QUANTUM-SI INC,Health Care,Life Sciences Tools & Services,1.7
OABI,OABI US Equity,OMNIAB INC,Health Care,Life Sciences Tools & Services,1.54
AKYA,AKYA US Equity,AKOYA BIOSCIENCE,Health Care,Life Sciences Tools & Services,1.33
PACB,PACB US Equity,PACIFIC BIOSCIEN,Health Care,Life Sciences Tools & Services,1.16
LAB,LAB US Equity,STANDARD BIOTOOL,Health Care,Life Sciences Tools & Services,1.08
NAUT,NAUT US Equity,NAUTILUS BIOTECH,Health Care,Life Sciences Tools & Services,0.75
HBIO,HBIO US Equity,HARVARD BIOSCIEN,Health Care,Life Sciences Tools & Services,0.59
BIO/B,BIO/B US Equity,BIO-RAD LABS-B,Health Care,Life Sciences Tools & Services,
NBY,NBY US Equity,NOVABAY PHARMACE,Health Care,Pharmaceuticals,0.596099973
LLY,LLY US Equity,ELI LILLY & CO,Health Care,Pharmaceuticals,807.19
ZTS,ZTS US Equity,ZOETIS INC,Health Care,Pharmaceuticals,167.1
JNJ,JNJ US Equity,JOHNSON&JOHNSON,Health Care,Pharmaceuticals,156.45
LGND,LGND US Equity,LIGAND PHARM,Health Care,Pharmaceuticals,113.42
AXSM,AXSM US Equity,AXSOME THERAPEUT,Health Care,Pharmaceuticals,109.91
PBH,PBH US Equity,PRESTIGE CONSUME,Health Care,Pharmaceuticals,86.64
MRK,MRK US Equity,MERCK & CO,Health Care,Pharmaceuticals,81.35
CORT,CORT US Equity,CORCEPT THERA,Health Care,Pharmaceuticals,72.27
ANIP,ANIP US Equity,ANI PHARMACEUTIC,Health Care,Pharmaceuticals,62.87
BLTE,BLTE US Equity,BELITE BIO I-ADR,Health Care,Pharmaceuticals,61.19
BMY,BMY US Equity,BRISTOL-MYER SQB,Health Care,Pharmaceuticals,49.97
TARS,TARS US Equity,TARSUS PHARMACEU,Health Care,Pharmaceuticals,41.17
HRMY,HRMY US Equity,HARMONY BIOSCIE,Health Care,Pharmaceuticals,35.85
RPRX,RPRX US Equity,ROYALTY PHARMA-A,Health Care,Pharmaceuticals,33.58
SUPN,SUPN US Equity,SUPERNUS PHARMAC,Health Care,Pharmaceuticals,33.26
HROW,HROW US Equity,HARROW INC,Health Care,Pharmaceuticals,31.17
COLL,COLL US Equity,COLLEGIUM PHARMA,Health Care,Pharmaceuticals,30.37
LENZ,LENZ US Equity,LENZ THERAPEUTIC,Health Care,Pharmaceuticals,28.08
AMPH,AMPH US Equity,AMPHASTAR PHARMA,Health Care,Pharmaceuticals,26.92
TVRD,TVRD US Equity,TVARDI THERAPEUT,Health Care,Pharmaceuticals,26.05
PCRX,PCRX US Equity,PACIRA BIOSCIENC,Health Care,Pharmaceuticals,24.87
PAHC,PAHC US Equity,PHIBRO ANIMAL-A,Health Care,Pharmaceuticals,24.34
PFE,PFE US Equity,PFIZER INC,Health Care,Pharmaceuticals,24.3
GPCR,GPCR US Equity,STRUCTURE THERAP,Health Care,Pharmaceuticals,21.83
ELVN,ELVN US Equity,ENLIVEN THERAPEU,Health Care,Pharmaceuticals,21.7
INVA,INVA US Equity,INNOVIVA INC,Health Care,Pharmaceuticals,21.53
ETON,ETON US Equity,ETON PHARMACEUTI,Health Care,Pharmaceuticals,15.71
LYRA,LYRA US Equity,LYRA THERAPEUTIC,Health Care,Pharmaceuticals,15.5
EWTX,EWTX US Equity,EDGEWISE THERAPE,Health Care,Pharmaceuticals,15.45
CVKD,CVKD US Equity,CADRENAL THERAPE,Health Care,Pharmaceuticals,15
LQDA,LQDA US Equity,LIQUIDIA CORP,Health Care,Pharmaceuticals,14.98
CRMD,CRMD US Equity,CORMEDIX INC,Health Care,Pharmaceuticals,14.89
ELAN,ELAN US Equity,ELANCO ANIMAL HE,Health Care,Pharmaceuticals,14.3
RAPP,RAPP US Equity,RAPPORT THERAPEU,Health Care,Pharmaceuticals,13.16
MAZE,MAZE US Equity,MAZE THERAPEUTIC,Health Care,Pharmaceuticals,12.87
AARD,AARD US Equity,AARDVARK THERAPE,Health Care,Pharmaceuticals,11.77
MBX,MBX US Equity,MBX BIOSCIENCES,Health Care,Pharmaceuticals,11.45
NKTR,NKTR US Equity,NEKTAR THERAPEUT,Health Care,Pharmaceuticals,11.35
SEPN,SEPN US Equity,SEPTERNA INC,Health Care,Pharmaceuticals,10.28
OGN,OGN US Equity,ORGANON & CO,Health Care,Pharmaceuticals,10.04
EOLS,EOLS US Equity,EVOLUS INC,Health Care,Pharmaceuticals,9.87
ALTS,ALTS US Equity,ALT5 SIGMA CORP,Health Care,Pharmaceuticals,9.75
ZVRA,ZVRA US Equity,ZEVRA THERAPEUTI,Health Care,Pharmaceuticals,9.28
EYPT,EYPT US Equity,EYEPOINT PHARMAC,Health Care,Pharmaceuticals,9.21
VTRS,VTRS US Equity,VIATRIS INC,Health Care,Pharmaceuticals,9.04
PHAT,PHAT US Equity,PHATHOM PHARMACE,Health Care,Pharmaceuticals,8.97
OCUL,OCUL US Equity,OCULAR THERAPEUT,Health Care,Pharmaceuticals,8.91
PULM,PULM US Equity,PULMATRIX INC,Health Care,Pharmaceuticals,8.45
MNMD,MNMD US Equity,MIND MEDICINE MI,Health Care,Pharmaceuticals,7.89
ARVN,ARVN US Equity,ARVINAS INC,Health Care,Pharmaceuticals,7.82
AMRX,AMRX US Equity,AMNEAL PHARM INC,Health Care,Pharmaceuticals,7.81
NTRB,NTRB US Equity,NUTRIBAND INC,Health Care,Pharmaceuticals,7.68
DERM,DERM US Equity,JOURNEY MEDICAL,Health Care,Pharmaceuticals,7.3
WVE,WVE US Equity,WAVE LIFE SCIENC,Health Care,Pharmaceuticals,7.23
NTHI,NTHI US Equity,NEONC TECHNOLOGI,Health Care,Pharmaceuticals,6.92
FULC,FULC US Equity,FULCRUM THERAPEU,Health Care,Pharmaceuticals,6.9
TRVI,TRVI US Equity,TREVI THERAPEUTI,Health Care,Pharmaceuticals,6.51
SIGA,SIGA US Equity,SIGA TECH INC,Health Care,Pharmaceuticals,6.22
SCLX,SCLX US Equity,SCILEX HOLDING C,Health Care,Pharmaceuticals,6.03
AMLX,AMLX US Equity,AMYLYX PHARMACEU,Health Care,Pharmaceuticals,5.76
CPIX,CPIX US Equity,CUMBERLAND PHARM,Health Care,Pharmaceuticals,5.51
THRD,THRD US Equity,THIRD HARMONIC B,Health Care,Pharmaceuticals,5.3
CING,CING US Equity,CINGULATE INC,Health Care,Pharmaceuticals,4.95
CTNM,CTNM US Equity,CONTINEUM THER-A,Health Care,Pharmaceuticals,4.88
TTNP,TTNP US Equity,TITAN PHARM,Health Care,Pharmaceuticals,4.69
XERS,XERS US Equity,XERIS BIOPHARMA,Health Care,Pharmaceuticals,4.55
BIOA,BIOA US Equity,BIOAGE LABS INC,Health Care,Pharmaceuticals,4.38
SCPH,SCPH US Equity,SCPHARMACEUTICAL,Health Care,Pharmaceuticals,4.27
BTMD,BTMD US Equity,BIOTE CORP-A,Health Care,Pharmaceuticals,4.14
EYEN,EYEN US Equity,EYENOVIA INC,Health Care,Pharmaceuticals,4.08
TERN,TERN US Equity,TERNS PHARMACEUT,Health Care,Pharmaceuticals,4.06
OMER,OMER US Equity,OMEROS CORP,Health Care,Pharmaceuticals,3.88
JAGX,JAGX US Equity,JAGUAR HEALTH IN,Health Care,Pharmaceuticals,3.83
NRXP,NRXP US Equity,NRX PHARMACEUTIC,Health Care,Pharmaceuticals,3.65
AQST,AQST US Equity,AQUESTIVE THERAP,Health Care,Pharmaceuticals,3.58
ALMS,ALMS US Equity,ALUMIS INC,Health Care,Pharmaceuticals,3.36
KPRX,KPRX US Equity,KIORA PHARMACEUT,Health Care,Pharmaceuticals,3.34
SNOA,SNOA US Equity,SONOMA PHARMACEU,Health Care,Pharmaceuticals,3.31
LPCN,LPCN US Equity,LIPOCINE INC,Health Care,Pharmaceuticals,3.3
AVIR,AVIR US Equity,ATEA PHARMACEUTI,Health Care,Pharmaceuticals,3.22
DARE,DARE US Equity,DARE BIOSCIENCE,Health Care,Pharmaceuticals,3.19
GRCE,GRCE US Equity,GRACE THERAPEUTI,Health Care,Pharmaceuticals,2.98
EVOK,EVOK US Equity,EVOKE PHARMA INC,Health Care,Pharmaceuticals,2.85
SNES,SNES US Equity,SENESTECH INC,Health Care,Pharmaceuticals,2.82
SXTP,SXTP US Equity,60 DEGREES PHARM,Health Care,Pharmaceuticals,2.79
VTYX,VTYX US Equity,VENTYX BIOSCIENC,Health Care,Pharmaceuticals,2.65
ANRO,ANRO US Equity,ALTO NEUROSCIENC,Health Care,Pharmaceuticals,2.64
NUVB,NUVB US Equity,NUVATION BIO INC,Health Care,Pharmaceuticals,2.53
SAVA,SAVA US Equity,CASSAVA SCIENCES,Health Care,Pharmaceuticals,2.17
TELO,TELO US Equity,TELOMIR PHARMACE,Health Care,Pharmaceuticals,2.05
AYTU,AYTU US Equity,AYTU BIOPHARMA I,Health Care,Pharmaceuticals,2.02
TRAW,TRAW US Equity,TRAWS PHARMA INC,Health Care,Pharmaceuticals,1.86
CALC,CALC US Equity,CALCIMEDICA INC,Health Care,Pharmaceuticals,1.85
COCP,COCP US Equity,COCRYSTAL PHARMA,Health Care,Pharmaceuticals,1.61
PLRX,PLRX US Equity,PLIANT THERAPEUT,Health Care,Pharmaceuticals,1.54
ACRS,ACRS US Equity,ACLARIS THERAPEU,Health Care,Pharmaceuticals,1.51
IKNA,IKNA US Equity,IKENA ONCOLOGY I,Health Care,Pharmaceuticals,1.45
ENVB,ENVB US Equity,ENVERIC BIOSCIEN,Health Care,Pharmaceuticals,1.28
MIRA,MIRA US Equity,MIRA PHARMACEUTI,Health Care,Pharmaceuticals,1.25
HOTH,HOTH US Equity,HOTH THERAPEUTIC,Health Care,Pharmaceuticals,1.25
ESPR,ESPR US Equity,ESPERION THERAPE,Health Care,Pharmaceuticals,1.22
TXMD,TXMD US Equity,THERAPEUTICSMD,Health Care,Pharmaceuticals,1.21
ANTX,ANTX US Equity,AN2 THERAPEUTICS,Health Care,Pharmaceuticals,1.11
ANEB,ANEB US Equity,ANEBULO PHARMACE,Health Care,Pharmaceuticals,1.09
CTXR,CTXR US Equity,CITIUS PHARMACEU,Health Care,Pharmaceuticals,1.06
ITRM,ITRM US Equity,ITERUM THERAPEUT,Health Care,Pharmaceuticals,1.04
NMRA,NMRA US Equity,NEUMORA THERAPEU,Health Care,Pharmaceuticals,1.02
CNSP,CNSP US Equity,CNS PHARMACEUTIC,Health Care,Pharmaceuticals,0.98
JUNS,JUNS US Equity,JUPITER NEUROSCI,Health Care,Pharmaceuticals,0.97
VYNE,VYNE US Equity,VYNE THERAPEUTIC,Health Care,Pharmaceuticals,0.96
YCBD,YCBD US Equity,CBDMD INC,Health Care,Pharmaceuticals,0.9
SCYX,SCYX US Equity,SCYNEXIS INC,Health Care,Pharmaceuticals,0.88
RVPH,RVPH US Equity,REVIVA PHARMACEU,Health Care,Pharmaceuticals,0.84
CLSD,CLSD US Equity,CLEARSIDE BIOMED,Health Care,Pharmaceuticals,0.81
RLMD,RLMD US Equity,RELMADA THERAPEU,Health Care,Pharmaceuticals,0.79
VERU,VERU US Equity,VERU INC,Health Care,Pharmaceuticals,0.67
CNTX,CNTX US Equity,CONTEXT THERAPEU,Health Care,Pharmaceuticals,0.67
ASRT,ASRT US Equity,ASSERTIO HOLDING,Health Care,Pharmaceuticals,0.66
BFRI,BFRI US Equity,BIOFRONTERA INC,Health Care,Pharmaceuticals,0.61
VRCA,VRCA US Equity,VERRICA PHARMACE,Health Care,Pharmaceuticals,0.6
ADIL,ADIL US Equity,ADIAL PHARMACEUT,Health Care,Pharmaceuticals,0.59
RANI,RANI US Equity,RANI THERAPEUTIC,Health Care,Pharmaceuticals,0.58
DRRX,DRRX US Equity,DURECT CORP,Health Care,Pharmaceuticals,0.57
TLPH,TLPH US Equity,TALPHERA INC,Health Care,Pharmaceuticals,0.51
IBO,IBO US Equity,IMPACT BIOMEDICA,Health Care,Pharmaceuticals,0.48
PRPH,PRPH US Equity,PROPHASE LABS IN,Health Care,Pharmaceuticals,0.35
ATHA,ATHA US Equity,ATHIRA PHARMA IN,Health Care,Pharmaceuticals,0.34
PCSA,PCSA US Equity,PROCESSA PHARMAC,Health Care,Pharmaceuticals,0.34
CGTX,CGTX US Equity,COGNITION THERAP,Health Care,Pharmaceuticals,0.31
IGC,IGC US Equity,IGC PHARMA INC,Health Care,Pharmaceuticals,0.31
TNFA,TNFA US Equity,TNF PHARMACEUTIC,Health Care,Pharmaceuticals,0.18
CELG-R,CELG-R US Equity,BMY- CELGENE-CVR,Health Care,Pharmaceuticals,0.03
TDG,TDG US Equity,TRANSDIGM GROUP,Industrials,Aerospace & Defense,1433.04
AXON,AXON US Equity,AXON ENTERPRISE,Industrials,Aerospace & Defense,762.66
NOC,NOC US Equity,NORTHROP GRUMMAN,Industrials,Aerospace & Defense,488.8
LMT,LMT US Equity,LOCKHEED MARTIN,Industrials,Aerospace & Defense,476.9
CW,CW US Equity,CURTISS-WRIGHT,Industrials,Aerospace & Defense,456.54
HEI,HEI US Equity,HEICO CORP,Industrials,Aerospace & Defense,299.83
GD,GD US Equity,GENERAL DYNAMICS,Industrials,Aerospace & Defense,277.37
LHX,LHX US Equity,L3HARRIS TECHNOL,Industrials,Aerospace & Defense,244.79
GE,GE US Equity,GENERAL ELECTRIC,Industrials,Aerospace & Defense,242
HEI/A,HEI/A US Equity,HEICO CORP-A,Industrials,Aerospace & Defense,234.19
WWD,WWD US Equity,WOODWARD INC,Industrials,Aerospace & Defense,229.72
HII,HII US Equity,HUNTINGTON INGAL,Industrials,Aerospace & Defense,223.3
BA,BA US Equity,BOEING CO/THE,Industrials,Aerospace & Defense,215.73
AVAV,AVAV US Equity,AEROVIRONMENT IN,Industrials,Aerospace & Defense,189.62
MOG/B,MOG/B US Equity,MOOG INC-CLASS B,Industrials,Aerospace & Defense,183.96
MOG/A,MOG/A US Equity,MOOG INC-CLASS A,Industrials,Aerospace & Defense,181.03
HWM,HWM US Equity,HOWMET AEROSPACE,Industrials,Aerospace & Defense,168.62
RTX,RTX US Equity,RTX CORP,Industrials,Aerospace & Defense,138.52
BWXT,BWXT US Equity,BWX TECHNOLOGIES,Industrials,Aerospace & Defense,131.71
NPK,NPK US Equity,NATL PRESTO INDS,Industrials,Aerospace & Defense,99.62
LOAR,LOAR US Equity,LOAR HOLDINGS IN,Industrials,Aerospace & Defense,82.92
ATI,ATI US Equity,ATI INC,Industrials,Aerospace & Defense,82.66
TXT,TXT US Equity,TEXTRON INC,Industrials,Aerospace & Defense,77.85
DCO,DCO US Equity,DUCOMMUN INC,Industrials,Aerospace & Defense,74
AIR,AIR US Equity,AAR CORP,Industrials,Aerospace & Defense,67.77
HXL,HXL US Equity,HEXCEL CORP,Industrials,Aerospace & Defense,56.51
MRCY,MRCY US Equity,MERCURY SYSTEMS,Industrials,Aerospace & Defense,52.52
VVX,VVX US Equity,V2X INC,Industrials,Aerospace & Defense,44.62
KRMN,KRMN US Equity,KARMAN HOLDINGS,Industrials,Aerospace & Defense,44.15
DRS,DRS US Equity,LEONARDO DRS INC,Industrials,Aerospace & Defense,43.54
KTOS,KTOS US Equity,KRATOS DEFENSE &,Industrials,Aerospace & Defense,39.3
SPR,SPR US Equity,SPIRIT AEROSYS-A,Industrials,Aerospace & Defense,38.4
CDRE,CDRE US Equity,CADRE HOLDINGS I,Industrials,Aerospace & Defense,35.01
ATRO,ATRO US Equity,ASTRONICS CORP,Industrials,Aerospace & Defense,33.01
SARO,SARO US Equity,STANDARDAERO INC,Industrials,Aerospace & Defense,30.77
BYRN,BYRN US Equity,BYRNA TECHNOLOGI,Industrials,Aerospace & Defense,28.79
RKLB,RKLB US Equity,ROCKET LAB CORP,Industrials,Aerospace & Defense,27.17
TGI,TGI US Equity,TRIUMPH GROUP,Industrials,Aerospace & Defense,25.87
RDW,RDW US Equity,REDWIRE CORP,Industrials,Aerospace & Defense,18.18
PKE,PKE US Equity,PARK AEROSPACE C,Industrials,Aerospace & Defense,14.41
ISSC,ISSC US Equity,INNOVATIVE SOL,Industrials,Aerospace & Defense,11.64
ACHR,ACHR US Equity,ARCHER AVIATIO-A,Industrials,Aerospace & Defense,11.38
LUNR,LUNR US Equity,INTUITIVE MACHIN,Industrials,Aerospace & Defense,11.21
OPXS,OPXS US Equity,OPTEX SYSTEMS HO,Industrials,Aerospace & Defense,10.31
VTSI,VTSI US Equity,VIRTRA INC,Industrials,Aerospace & Defense,6.67
ASLE,ASLE US Equity,AERSALE CORP,Industrials,Aerospace & Defense,5.94
EVEX,EVEX US Equity,EVE HOLDING INC,Industrials,Aerospace & Defense,5.48
SATL,SATL US Equity,SATELLOGIC INC-A,Industrials,Aerospace & Defense,3.6
AIRI,AIRI US Equity,AIR INDUSTRIES G,Industrials,Aerospace & Defense,3.56
SIF,SIF US Equity,SIFCO INDUSTRIES,Industrials,Aerospace & Defense,3.51
SPCE,SPCE US Equity,VIRGIN GALACTIC,Industrials,Aerospace & Defense,3.42
SPAI,SPAI US Equity,SAFE PRO GROUP I,Industrials,Aerospace & Defense,3.06
CVU,CVU US Equity,CPI AEROSTRUCTUR,Industrials,Aerospace & Defense,2.92
SIDU,SIDU US Equity,SIDUS SPACE INC,Industrials,Aerospace & Defense,1.54
MNTS,MNTS US Equity,MOMENTUS INC,Industrials,Aerospace & Defense,1.53
HOVR,HOVR US Equity,NEW HORIZON AIRC,Industrials,Aerospace & Defense,1.12
FDX,FDX US Equity,FEDEX CORP,Industrials,Air Freight & Logistics,227.96
EXPD,EXPD US Equity,EXPEDITORS INTL,Industrials,Air Freight & Logistics,114.93
UPS,UPS US Equity,UNITED PARCEL-B,Industrials,Air Freight & Logistics,102.46
CHRW,CHRW US Equity,CH ROBINSON,Industrials,Air Freight & Logistics,96.17
GXO,GXO US Equity,GXO LOGISTIC,Industrials,Air Freight & Logistics,44.05
