ticker,ticker-full,short-name,sector,industry,6-10--2025
CRI,CRI US Equity,CARTER'S INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",32.59000015
SHOO,SHOO US Equity,STEVEN MADDEN,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",25.95999908
RCKY,RCKY US Equity,ROCKY BRANDS INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",22.90999985
GIII,GIII US Equity,G III APPAREL,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",22.04999924
WWW,WWW US Equity,WOLVERINE WORLD,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",18.79000092
LEVI,LEVI US Equity,LEVI STRAUSS-A,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",17.54999924
MOV,MOV US Equity,MOVADO GROUP,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",16.04999924
LAKE,LAKE US Equity,LAKELAND INDS,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",15.06999969
VFC,VFC US Equity,VF CORP,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",12.97999954
BIRD,BIRD US Equity,ALLBIRDS INC-A,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",12.28999996
SGC,SGC US Equity,SUPERIOR GROUP O,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",10.57999992
UAA,UAA US Equity,UNDER ARMOUR-A,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",6.920000076
UA,UA US Equity,UNDER ARMO-C,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",6.480000019
FIGS,FIGS US Equity,FIGS INC-CLASS A,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",5.199999809
HBI,HBI US Equity,HANESBRANDS INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",4.980000019
CULP,CULP US Equity,CULP INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",3.900000095
JRSH,JRSH US Equity,JERASH HOLDINGS,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",3.150000095
CRWS,CRWS US Equity,CROWN CRAFTS INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",3.079999924
VRA,VRA US Equity,VERA BRADLEY INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",2.349999905
PLBY,PLBY US Equity,PLBY GROUP INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",1.559999943
VNCE,VNCE US Equity,VINCE HOLDING CO,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",1.460000038
FOSL,FOSL US Equity,FOSSIL GROUP INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",1.409999967
UFI,UFI US Equity,UNIFI INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",5.25
SAM,SAM US Equity,BOSTON BEER-A,Consumer Staples,Beverages,220.03
STZ,STZ US Equity,CONSTELLATION-A,Consumer Staples,Beverages,171.55
PEP,PEP US Equity,PEPSICO INC,Consumer Staples,Beverages,131.83
COKE,COKE US Equity,COCA-COLA CONSOL,Consumer Staples,Beverages,111.1
KO,KO US Equity,COCA-COLA CO/THE,Consumer Staples,Beverages,72.35
MNST,MNST US Equity,MONSTER BEVERAGE,Consumer Staples,Beverages,63.04
TAP/A,TAP/A US Equity,MOLSON COORS-A,Consumer Staples,Beverages,55.99
TAP,TAP US Equity,MOLSON COORS-B,Consumer Staples,Beverages,52.21
FIZZ,FIZZ US Equity,NATL BEVERAGE,Consumer Staples,Beverages,46.34
CELH,CELH US Equity,CELSIUS HOLDINGS,Consumer Staples,Beverages,42.55
COCO,COCO US Equity,VITA COCO CO INC,Consumer Staples,Beverages,33.26
KDP,KDP US Equity,KEURIG DR PEPPER,Consumer Staples,Beverages,32.95
MGPI,MGPI US Equity,MGP INGREDIENTS,Consumer Staples,Beverages,29.48
PRMB,PRMB US Equity,PRIMO BRANDS COR,Consumer Staples,Beverages,29.27
BF/A,BF/A US Equity,BROWN-FORMAN -A,Consumer Staples,Beverages,28.03
BF/B,BF/B US Equity,BROWN-FORMAN -B,Consumer Staples,Beverages,27.77
WVVI,WVVI US Equity,WILLAMETTE VALLY,Consumer Staples,Beverages,5.93
SBEV,SBEV US Equity,SPLASH BEVERAGE,Consumer Staples,Beverages,3.69
ZVIA,ZVIA US Equity,ZEVIA PBC-A,Consumer Staples,Beverages,2.55
BLNE,BLNE US Equity,BEELINE HOLDINGS,Consumer Staples,Beverages,0.69
CASK,CASK US Equity,HERITAGE DISTILL,Consumer Staples,Beverages,0.54
AMZE,AMZE US Equity,AMAZE HOLDINGS I,Consumer Staples,Beverages,0.45
HCWC,HCWC US Equity,HEALTHY CHOICE W,Consumer Staples,Consumer Staples Distribution & Retail,0.430000007
COST,COST US Equity,COSTCO WHOLESALE,Consumer Staples,Consumer Staples Distribution & Retail,1007.27
CASY,CASY US Equity,CASEY'S GENERAL,Consumer Staples,Consumer Staples Distribution & Retail,490.2
SFM,SFM US Equity,SPROUTS FARMERS,Consumer Staples,Consumer Staples Distribution & Retail,161.88
DG,DG US Equity,DOLLAR GENERAL C,Consumer Staples,Consumer Staples Distribution & Retail,111.24
BJ,BJ US Equity,BJ'S WHOLESALE C,Consumer Staples,Consumer Staples Distribution & Retail,109.23
PSMT,PSMT US Equity,PRICESMART INC,Consumer Staples,Consumer Staples Distribution & Retail,108.25
TGT,TGT US Equity,TARGET CORP,Consumer Staples,Consumer Staples Distribution & Retail,100.77
WMT,WMT US Equity,WALMART INC,Consumer Staples,Consumer Staples Distribution & Retail,97.32
DLTR,DLTR US Equity,DOLLAR TREE INC,Consumer Staples,Consumer Staples Distribution & Retail,93.12
PFGC,PFGC US Equity,PERFORMANCE FOOD,Consumer Staples,Consumer Staples Distribution & Retail,87.69
USFD,USFD US Equity,US FOODS HOLDING,Consumer Staples,Consumer Staples Distribution & Retail,76.93
WMK,WMK US Equity,WEIS MARKETS INC,Consumer Staples,Consumer Staples Distribution & Retail,76.61
SYY,SYY US Equity,SYSCO CORP,Consumer Staples,Consumer Staples Distribution & Retail,75.51
KR,KR US Equity,KROGER CO,Consumer Staples,Consumer Staples Distribution & Retail,65.43
CHEF,CHEF US Equity,CHEFS WAREHOUSE,Consumer Staples,Consumer Staples Distribution & Retail,62.66
IMKTA,IMKTA US Equity,INGLES MARKETS-A,Consumer Staples,Consumer Staples Distribution & Retail,61.51
CART,CART US Equity,MAPLEBEAR INC,Consumer Staples,Consumer Staples Distribution & Retail,44.18
NGVC,NGVC US Equity,NATURAL GROCERS,Consumer Staples,Consumer Staples Distribution & Retail,44.18
VLGEA,VLGEA US Equity,VILLAGE SUPER -A,Consumer Staples,Consumer Staples Distribution & Retail,37.08
ANDE,ANDE US Equity,ANDERSONS INC,Consumer Staples,Consumer Staples Distribution & Retail,35.94
UNFI,UNFI US Equity,UNITED NATURAL,Consumer Staples,Consumer Staples Distribution & Retail,23.3
ACI,ACI US Equity,ALBERTSONS COS-A,Consumer Staples,Consumer Staples Distribution & Retail,21.21
GRDN,GRDN US Equity,GUARDIAN PHARM-A,Consumer Staples,Consumer Staples Distribution & Retail,20.63
SPTN,SPTN US Equity,SPARTANNASH CO,Consumer Staples,Consumer Staples Distribution & Retail,18.72
GO,GO US Equity,GROCERY OUTLET,Consumer Staples,Consumer Staples Distribution & Retail,13.63
WBA,WBA US Equity,WALGREENS BOOTS,Consumer Staples,Consumer Staples Distribution & Retail,11.35
HFFG,HFFG US Equity,HF FOODS GROUP I,Consumer Staples,Consumer Staples Distribution & Retail,3.62
REBN,REBN US Equity,REBORN COFFEE IN,Consumer Staples,Consumer Staples Distribution & Retail,2.57
MGRX,MGRX US Equity,MANGOCEUTICALS I,Consumer Staples,Consumer Staples Distribution & Retail,2.05
MSS,MSS US Equity,MAISON SOLUTIO-A,Consumer Staples,Consumer Staples Distribution & Retail,0.89
FRPT,FRPT US Equity,FRESHPET INC,Consumer Staples,Food Products,78.88999939
SDOT,SDOT US Equity,SADOT GROUP INC,Consumer Staples,Food Products,1.159999967
SEB,SEB US Equity,SEABOARD CORP,Consumer Staples,Food Products,2725.73
LANC,LANC US Equity,LANCASTER COLONY,Consumer Staples,Food Products,170.37
HSY,HSY US Equity,HERSHEY CO/THE,Consumer Staples,Food Products,168.54
INGR,INGR US Equity,INGREDION INC,Consumer Staples,Food Products,139
JJSF,JJSF US Equity,J & J SNACK FOOD,Consumer Staples,Food Products,117.02
POST,POST US Equity,POST HOLDINGS IN,Consumer Staples,Food Products,110.99
CALM,CALM US Equity,CAL-MAINE FOODS,Consumer Staples,Food Products,96.1
SJM,SJM US Equity,JM SMUCKER CO,Consumer Staples,Food Products,94.41
SENEA,SENEA US Equity,SENECA FOODS-A,Consumer Staples,Food Products,92.29
SENEB,SENEB US Equity,SENECA FOODS-B,Consumer Staples,Food Products,90.19
K,K US Equity,KELLANOVA,Consumer Staples,Food Products,81.43
BG,BG US Equity,BUNGE GLOBAL SA,Consumer Staples,Food Products,76.04
MKC,MKC US Equity,MCCORMICK-N/V,Consumer Staples,Food Products,75.58
MKC/V,MKC/V US Equity,MCCORMICK-VTG,Consumer Staples,Food Products,75.27
MDLZ,MDLZ US Equity,MONDELEZ INTER-A,Consumer Staples,Food Products,67.24
JBSS,JBSS US Equity,JOHN B SANFILIPP,Consumer Staples,Food Products,64.85
TSN,TSN US Equity,TYSON FOODS-A,Consumer Staples,Food Products,55.68
LW,LW US Equity,LAMB WESTON,Consumer Staples,Food Products,55.63
GIS,GIS US Equity,GENERAL MILLS IN,Consumer Staples,Food Products,54.5
ADM,ADM US Equity,ARCHER-DANIELS,Consumer Staples,Food Products,48.74
PPC,PPC US Equity,PILGRIM'S PRIDE,Consumer Staples,Food Products,45.38
CPB,CPB US Equity,THE CAMPBELL'S C,Consumer Staples,Food Products,34.07
SMPL,SMPL US Equity,SIMPLY GOOD FOOD,Consumer Staples,Food Products,33.97
TR,TR US Equity,TOOTSIE ROLL IND,Consumer Staples,Food Products,33.91
VITL,VITL US Equity,VITAL FARMS INC,Consumer Staples,Food Products,32.65
DAR,DAR US Equity,DARLING INGREDIE,Consumer Staples,Food Products,32.51
FDP,FDP US Equity,FRESH DEL MONTE,Consumer Staples,Food Products,32.29
ALCO,ALCO US Equity,ALICO INC,Consumer Staples,Food Products,31.4
HRL,HRL US Equity,HORMEL FOODS CRP,Consumer Staples,Food Products,31.15
KHC,KHC US Equity,KRAFT HEINZ CO/T,Consumer Staples,Food Products,26.59
LWAY,LWAY US Equity,LIFEWAY FOODS,Consumer Staples,Food Products,25
SFD,SFD US Equity,SMITHFIELD FOODS,Consumer Staples,Food Products,23.34
CVGW,CVGW US Equity,CALAVO GROWERS I,Consumer Staples,Food Products,23.18
CAG,CAG US Equity,CONAGRA BRANDS I,Consumer Staples,Food Products,22.44
THS,THS US Equity,TREEHOUSE FOODS,Consumer Staples,Food Products,22.28
FLO,FLO US Equity,FLOWERS FOODS,Consumer Staples,Food Products,16.79
LMNR,LMNR US Equity,LIMONEIRA CO,Consumer Staples,Food Products,16.56
KLG,KLG US Equity,WK KELLOGG CO,Consumer Staples,Food Products,16.02
UTZ,UTZ US Equity,UTZ BRANDS INC,Consumer Staples,Food Products,13.55
AVO,AVO US Equity,MISSION PRODUCE,Consumer Staples,Food Products,11.5
MAMA,MAMA US Equity,MAMA'S CREATIONS,Consumer Staples,Food Products,8.14
BRID,BRID US Equity,BRIDGFORD FOODS,Consumer Staples,Food Products,7.98
WEST,WEST US Equity,WESTROCK COFFEE,Consumer Staples,Food Products,6.9
LSF,LSF US Equity,LAIRD SUPERFOOD,Consumer Staples,Food Products,6.78
STKL,STKL US Equity,SUNOPTA INC,Consumer Staples,Food Products,5.72
SANW,SANW US Equity,S&W SEED CO,Consumer Staples,Food Products,5.62
RKDA,RKDA US Equity,ARCADIA BIOSCIEN,Consumer Staples,Food Products,4.95
BGS,BGS US Equity,B&G FOODS INC,Consumer Staples,Food Products,4.56
JVA,JVA US Equity,COFFEE HOLDING C,Consumer Staples,Food Products,3.84
BYND,BYND US Equity,BEYOND MEAT INC,Consumer Staples,Food Products,3.41
EDBL,EDBL US Equity,EDIBLE GARDEN AG,Consumer Staples,Food Products,3.1
BRFH,BRFH US Equity,BARFRESH FOOD GR,Consumer Staples,Food Products,2.97
BOF,BOF US Equity,BRANCHOUT FOOD I,Consumer Staples,Food Products,2.1
LOCL,LOCL US Equity,LOCAL BOUNTI COR,Consumer Staples,Food Products,2
HAIN,HAIN US Equity,HAIN CELESTIAL,Consumer Staples,Food Products,1.87
BRCC,BRCC US Equity,BRC INC-A,Consumer Staples,Food Products,1.68
FARM,FARM US Equity,FARMER BROS CO,Consumer Staples,Food Products,1.58
RMCF,RMCF US Equity,ROCKY MTN CHOC,Consumer Staples,Food Products,1.18
SOWG,SOWG US Equity,SOW GOOD INC,Consumer Staples,Food Products,0.8
SRXH,SRXH US Equity,SRX HEALTH SOLUT,Consumer Staples,Food Products,0.6
IMG,IMG US Equity,CIMG INC,Consumer Staples,Food Products,0.38
WDFC,WDFC US Equity,WD-40 CO,Consumer Staples,Household Products,240.92
PG,PG US Equity,PROCTER & GAMBLE,Consumer Staples,Household Products,162.84
KMB,KMB US Equity,KIMBERLY-CLARK,Consumer Staples,Household Products,133.04
CLX,CLX US Equity,CLOROX CO,Consumer Staples,Household Products,126.89
CHD,CHD US Equity,CHURCH & DWIGHT,Consumer Staples,Household Products,99.36
CL,CL US Equity,COLGATE-PALMOLIV,Consumer Staples,Household Products,91.94
ODC,ODC US Equity,OIL DRI CORP,Consumer Staples,Household Products,58.31
SPB,SPB US Equity,SPECTRUM BRANDS,Consumer Staples,Household Products,55.04
CENT,CENT US Equity,CENTRAL GARDEN,Consumer Staples,Household Products,36.33
CENTA,CENTA US Equity,CENTRAL GARDEN-A,Consumer Staples,Household Products,32.05
ENR,ENR US Equity,ENERGIZER HOLDIN,Consumer Staples,Household Products,22.43
REYN,REYN US Equity,REYNOLDS CONSUME,Consumer Staples,Household Products,21.92
MED,MED US Equity,MEDIFAST INC,Consumer Staples,Personal Care Products,13.59000015
UPXI,UPXI US Equity,UPEXI INC,Consumer Staples,Personal Care Products,12
IPAR,IPAR US Equity,INTERPARFUMS INC,Consumer Staples,Personal Care Products,139.52
ELF,ELF US Equity,ELF BEAUTY INC,Consumer Staples,Personal Care Products,117.96
EL,EL US Equity,ESTEE LAUDER,Consumer Staples,Personal Care Products,70.46
BRBR,BRBR US Equity,BELLRING BRANDS,Consumer Staples,Personal Care Products,61.33
USNA,USNA US Equity,USANA HEALTH SCI,Consumer Staples,Personal Care Products,30.86
EPC,EPC US Equity,EDGEWELL PERSONA,Consumer Staples,Personal Care Products,26.16
KVUE,KVUE US Equity,KENVUE INC,Consumer Staples,Personal Care Products,21.52
NATR,NATR US Equity,NATURE'S SUNSHNE,Consumer Staples,Personal Care Products,14.3
FTLF,FTLF US Equity,FITLIFE BRANDS I,Consumer Staples,Personal Care Products,14
LFVN,LFVN US Equity,LIFEVANTAGE CORP,Consumer Staples,Personal Care Products,12.58
MTEX,MTEX US Equity,MANNATECH INC,Consumer Staples,Personal Care Products,10.58
NUS,NUS US Equity,NU SKIN ENTERP-A,Consumer Staples,Personal Care Products,8.37
HLF,HLF US Equity,HERBALIFE LTD,Consumer Staples,Personal Care Products,8.27
UG,UG US Equity,UNITED GUARDIAN,Consumer Staples,Personal Care Products,8.15
AXIL,AXIL US Equity,AXIL BRANDS INC,Consumer Staples,Personal Care Products,5.65
COTY,COTY US Equity,COTY INC-CL A,Consumer Staples,Personal Care Products,5.14
HNST,HNST US Equity,HONEST CO INC/TH,Consumer Staples,Personal Care Products,4.97
NAII,NAII US Equity,NATURAL ALT INTL,Consumer Staples,Personal Care Products,3.45
WALD,WALD US Equity,WALDENCAST PLC-A,Consumer Staples,Personal Care Products,2.3
SNYR,SNYR US Equity,SYNERGY CHC CORP,Consumer Staples,Personal Care Products,2.18
ELAB,ELAB US Equity,PMGC HOLDINGS IN,Consumer Staples,Personal Care Products,2.14
SKIN,SKIN US Equity,BEAUTY HEALTH CO,Consumer Staples,Personal Care Products,1.6
OLPX,OLPX US Equity,OLAPLEX HOLDINGS,Consumer Staples,Personal Care Products,1.33
SHOT,SHOT US Equity,SAFETY SHOT INC,Consumer Staples,Personal Care Products,0.27
PM,PM US Equity,PHILIP MORRIS IN,Consumer Staples,Tobacco,179.03
TPB,TPB US Equity,TURNING POINT BR,Consumer Staples,Tobacco,73.8
UVV,UVV US Equity,UNIVERSAL CORP,Consumer Staples,Tobacco,60.49
MO,MO US Equity,ALTRIA GROUP INC,Consumer Staples,Tobacco,58.56
ISPR,ISPR US Equity,ISPIRE TECHNOLOG,Consumer Staples,Tobacco,2.69
XXII,XXII US Equity,22ND CENTURY GRO,Consumer Staples,Tobacco,0.72
WFRD,WFRD US Equity,WEATHERFORD INTE,Energy,Energy Equipment & Services,51.4
TDW,TDW US Equity,TIDEWATER INC,Energy,Energy Equipment & Services,47.59
WHD,WHD US Equity,CACTUS INC- A,Energy,Energy Equipment & Services,46.92
VAL,VAL US Equity,VALARIS LTD,Energy,Energy Equipment & Services,44.57
BKR,BKR US Equity,BAKER HUGHES CO,Energy,Energy Equipment & Services,39.08
SLB,SLB US Equity,SCHLUMBERGER LTD,Energy,Energy Equipment & Services,35.52
NBR,NBR US Equity,NABORS INDS LTD,Energy,Energy Equipment & Services,33.85
KGS,KGS US Equity,KODIAK GAS SERVI,Energy,Energy Equipment & Services,33.75
VTOL,VTOL US Equity,BRISTOW GROUP IN,Energy,Energy Equipment & Services,32.48
NCSM,NCSM US Equity,NCS MULTISTAGE H,Energy,Energy Equipment & Services,29.61
NE,NE US Equity,NOBLE CORP PLC,Energy,Energy Equipment & Services,28.82
CHX,CHX US Equity,CHAMPIONX CORP,Energy,Energy Equipment & Services,26.08
USAC,USAC US Equity,USA COMPRESSION,Energy,Energy Equipment & Services,25.33
SEI,SEI US Equity,SOLARIS ENERGY I,Energy,Energy Equipment & Services,25.21
NGS,NGS US Equity,NATURAL GAS SERV,Energy,Energy Equipment & Services,25.09
AROC,AROC US Equity,ARCHROCK INC,Energy,Energy Equipment & Services,24.8
ARIS,ARIS US Equity,ARIS WATER SOL-A,Energy,Energy Equipment & Services,24.54
HAL,HAL US Equity,HALLIBURTON CO,Energy,Energy Equipment & Services,21.75
OII,OII US Equity,OCEANEERING INTL,Energy,Energy Equipment & Services,20.72
HP,HP US Equity,HELMERICH & PAYN,Energy,Energy Equipment & Services,18.88
FET,FET US Equity,FORUM ENERGY TEC,Energy,Energy Equipment & Services,17.97
FLOC,FLOC US Equity,FLOWCO HOLDINGS,Energy,Energy Equipment & Services,17.53
INVX,INVX US Equity,INNOVEX INTERNAT,Energy,Energy Equipment & Services,16.17
AESI,AESI US Equity,ATLAS ENERGY SOL,Energy,Energy Equipment & Services,14.31
NOV,NOV US Equity,NOV INC,Energy,Energy Equipment & Services,13.31
LBRT,LBRT US Equity,LIBERTY ENERGY I,Energy,Energy Equipment & Services,12.79
RNGR,RNGR US Equity,RANGER ENERGY A,Energy,Energy Equipment & Services,12.6
CLB,CLB US Equity,CORE LABORATORIE,Energy,Energy Equipment & Services,12.04
ESOA,ESOA US Equity,ENERGY SERVICES,Energy,Energy Equipment & Services,11.52
ACDC,ACDC US Equity,PROFRAC HOLDIN-A,Energy,Energy Equipment & Services,9.47
XPRO,XPRO US Equity,EXPRO GROUP HOLD,Energy,Energy Equipment & Services,9.47
WTTR,WTTR US Equity,SELECT WATER SOL,Energy,Energy Equipment & Services,8.96
BOOM,BOOM US Equity,DMC GLOBAL INC,Energy,Energy Equipment & Services,7.78
HLX,HLX US Equity,HELIX ENERGY SOL,Energy,Energy Equipment & Services,6.92
GEOS,GEOS US Equity,GEOSPACE TECHNOL,Energy,Energy Equipment & Services,6.92
MIND,MIND US Equity,MIND TECHNOLOGY,Energy,Energy Equipment & Services,6.75
GIFI,GIFI US Equity,GULF ISLAND FABR,Energy,Energy Equipment & Services,6.74
PUMP,PUMP US Equity,PROPETRO HOLDING,Energy,Energy Equipment & Services,6.18
PTEN,PTEN US Equity,PATTERSON-UTI,Energy,Energy Equipment & Services,6.16
NESR,NESR US Equity,NATIONAL ENERGY,Energy,Energy Equipment & Services,6.08
SMHI,SMHI US Equity,SEACOR MARINE HO,Energy,Energy Equipment & Services,5.87
OIS,OIS US Equity,OIL STATES INTL,Energy,Energy Equipment & Services,5.06
RES,RES US Equity,RPC INC,Energy,Energy Equipment & Services,4.95
DTI,DTI US Equity,DRILLING TOOLS I,Energy,Energy Equipment & Services,3.22
TTI,TTI US Equity,TETRA TECHNOLOGI,Energy,Energy Equipment & Services,3.17
TUSK,TUSK US Equity,MAMMOTH ENERGY S,Energy,Energy Equipment & Services,2.93
KLXE,KLXE US Equity,KLX ENERGY SERVI,Energy,Energy Equipment & Services,2.12
SND,SND US Equity,SMART SAND INC,Energy,Energy Equipment & Services,2
DWSN,DWSN US Equity,DAWSON GEOPHYSIC,Energy,Energy Equipment & Services,1.35
NESRW,NESRW US Equity,NATIONAL EN-CW23,Energy,Energy Equipment & Services,0.58
NINE,NINE US Equity,NINE ENERGY SERV,Energy,Energy Equipment & Services,0.58
TPL,TPL US Equity,TEXAS PACIFIC LA,Energy,"Oil, Gas & Consumable Fuels",1099.58
LNG,LNG US Equity,CHENIERE ENERGY,Energy,"Oil, Gas & Consumable Fuels",230.15
GPOR,GPOR US Equity,GULFPORT ENERGY,Energy,"Oil, Gas & Consumable Fuels",185.67
TRGP,TRGP US Equity,TARGA RESOURCES,Energy,"Oil, Gas & Consumable Fuels",165.13
MPC,MPC US Equity,MARATHON PETROLE,Energy,"Oil, Gas & Consumable Fuels",162.64
LEU,LEU US Equity,CENTRUS ENERGY-A,Energy,"Oil, Gas & Consumable Fuels",145.92
FANG,FANG US Equity,DIAMONDBACK ENER,Energy,"Oil, Gas & Consumable Fuels",145.57
PNRG,PNRG US Equity,PRIMEENERGY RESO,Energy,"Oil, Gas & Consumable Fuels",143.6
CVX,CVX US Equity,CHEVRON CORP,Energy,"Oil, Gas & Consumable Fuels",143.35
HES,HES US Equity,HESS CORP,Energy,"Oil, Gas & Consumable Fuels",138.66
VLO,VLO US Equity,VALERO ENERGY,Energy,"Oil, Gas & Consumable Fuels",131.93
PSX,PSX US Equity,PHILLIPS 66,Energy,"Oil, Gas & Consumable Fuels",118.7
EOG,EOG US Equity,EOG RESOURCES,Energy,"Oil, Gas & Consumable Fuels",117.88
EXE,EXE US Equity,EXPAND ENERGY CO,Energy,"Oil, Gas & Consumable Fuels",112.57
XOM,XOM US Equity,EXXON MOBIL CORP,Energy,"Oil, Gas & Consumable Fuels",107.22
DTM,DTM US Equity,DT MIDSTREAM,Energy,"Oil, Gas & Consumable Fuels",104.43
CHRD,CHRD US Equity,CHORD ENERGY COR,Energy,"Oil, Gas & Consumable Fuels",99.55
NRP,NRP US Equity,NATURAL RESOURCE,Energy,"Oil, Gas & Consumable Fuels",95.25
COP,COP US Equity,CONOCOPHILLIPS,Energy,"Oil, Gas & Consumable Fuels",91.18
OKE,OKE US Equity,ONEOK INC,Energy,"Oil, Gas & Consumable Fuels",81.72
CNR,CNR US Equity,CORE NATURAL RES,Energy,"Oil, Gas & Consumable Fuels",67.38
SBR,SBR US Equity,SABINE ROYALTY,Energy,"Oil, Gas & Consumable Fuels",65.68
WMB,WMB US Equity,WILLIAMS COS INC,Energy,"Oil, Gas & Consumable Fuels",58.96
CQP,CQP US Equity,CHENIERE ENERGY,Energy,"Oil, Gas & Consumable Fuels",56.94
EQT,EQT US Equity,EQT CORP,Energy,"Oil, Gas & Consumable Fuels",53.73
GLP,GLP US Equity,GLOBAL PARTNERS,Energy,"Oil, Gas & Consumable Fuels",53.65
SUN,SUN US Equity,SUNOCO LP,Energy,"Oil, Gas & Consumable Fuels",53.27
MPLX,MPLX US Equity,MPLX LP,Energy,"Oil, Gas & Consumable Fuels",50.93
MTDR,MTDR US Equity,MATADOR RESOURCE,Energy,"Oil, Gas & Consumable Fuels",47.93
CRC,CRC US Equity,CALIFORNIA RESOU,Energy,"Oil, Gas & Consumable Fuels",45.34
REX,REX US Equity,REX AMERICAN RES,Energy,"Oil, Gas & Consumable Fuels",44.81
OXY,OXY US Equity,OCCIDENTAL PETE,Energy,"Oil, Gas & Consumable Fuels",43.91
KNTK,KNTK US Equity,KINETIK HOLDINGS,Energy,"Oil, Gas & Consumable Fuels",43.31
DKL,DKL US Equity,DELEK LOGISTICS,Energy,"Oil, Gas & Consumable Fuels",42.57
VNOM,VNOM US Equity,VIPER ENERGY INC,Energy,"Oil, Gas & Consumable Fuels",41.19
OVV,OVV US Equity,OVINTIV INC,Energy,"Oil, Gas & Consumable Fuels",39.37
HESM,HESM US Equity,HESS MIDSTREAM-A,Energy,"Oil, Gas & Consumable Fuels",38.8
RRC,RRC US Equity,RANGE RESOURCES,Energy,"Oil, Gas & Consumable Fuels",38.73
AR,AR US Equity,ANTERO RESOURCES,Energy,"Oil, Gas & Consumable Fuels",38.39
WES,WES US Equity,WESTERN MIDSTREA,Energy,"Oil, Gas & Consumable Fuels",37.97
DINO,DINO US Equity,HF SINCLAIR CORP,Energy,"Oil, Gas & Consumable Fuels",37.31
INSW,INSW US Equity,INTERNATIONAL SE,Energy,"Oil, Gas & Consumable Fuels",37.04
NC,NC US Equity,NACCO INDS-CL A,Energy,"Oil, Gas & Consumable Fuels",36.1
DVN,DVN US Equity,DEVON ENERGY CO,Energy,"Oil, Gas & Consumable Fuels",33.47
CNX,CNX US Equity,CNX RESOURCES CO,Energy,"Oil, Gas & Consumable Fuels",32.29
EPD,EPD US Equity,ENTERPRISE PRODU,Energy,"Oil, Gas & Consumable Fuels",31.95
EE,EE US Equity,EXCELERATE ENE-A,Energy,"Oil, Gas & Consumable Fuels",30.76
NOG,NOG US Equity,NORTHERN OIL AND,Energy,"Oil, Gas & Consumable Fuels",30.64
CIVI,CIVI US Equity,CIVITAS RESOURCE,Energy,"Oil, Gas & Consumable Fuels",30.54
WKC,WKC US Equity,WORLD KINECT COR,Energy,"Oil, Gas & Consumable Fuels",28.26
DMLP,DMLP US Equity,DORCHESTER MINER,Energy,"Oil, Gas & Consumable Fuels",27.97
REPX,REPX US Equity,RILEY EXPLORATIO,Energy,"Oil, Gas & Consumable Fuels",27.7
KMI,KMI US Equity,KINDER MORGAN IN,Energy,"Oil, Gas & Consumable Fuels",27.38
SM,SM US Equity,SM ENERGY CO,Energy,"Oil, Gas & Consumable Fuels",25.99
CTRA,CTRA US Equity,COTERRA ENERGY I,Energy,"Oil, Gas & Consumable Fuels",25.87
ARLP,ARLP US Equity,ALLIANCE RESOURC,Energy,"Oil, Gas & Consumable Fuels",25.81
SMC,SMC US Equity,SUMMIT MIDSTREAM,Energy,"Oil, Gas & Consumable Fuels",25.43
CVI,CVI US Equity,CVR ENERGY INC,Energy,"Oil, Gas & Consumable Fuels",24.72
CRK,CRK US Equity,COMSTOCK RES INC,Energy,"Oil, Gas & Consumable Fuels",24.04
MUR,MUR US Equity,MURPHY OIL CORP,Energy,"Oil, Gas & Consumable Fuels",23.79
VTS,VTS US Equity,VITESSE ENERGY,Energy,"Oil, Gas & Consumable Fuels",23.7
MGY,MGY US Equity,MAGNOLIA OIL-A,Energy,"Oil, Gas & Consumable Fuels",23.45
SOC,SOC US Equity,SABLE OFFSHORE C,Energy,"Oil, Gas & Consumable Fuels",22.92
BKV,BKV US Equity,BKV CORPORATION,Energy,"Oil, Gas & Consumable Fuels",22.61
LPG,LPG US Equity,DORIAN LPG LTD,Energy,"Oil, Gas & Consumable Fuels",22.57
OXY/WS,OXY/WS US Equity,OCCIDEN-CW27,Energy,"Oil, Gas & Consumable Fuels",22.4
