ticker_id,ticker,id,date_id,close_price,date
368,PRKS,,,,
369,PRSU,,,,
370,PTLO,,,,
371,PZZA,,,,
372,RAVE,,,,
373,RCL,,,,
374,RICK,,,,
375,ROLR,,,,
376,RRGB,,,,
377,RRR,,,,
378,RSI,,,,
379,SABR,,,,
380,SBET,,,,
381,SBUX,,,,
382,SERV,,,,
383,SG,,,,
384,SHAK,,,,
385,SOND,,,,
386,STKS,,,,
387,TH,,,,
388,TNL,,,,
389,TWNP,,,,
390,TXRH,,,,
391,VAC,,,,
392,VENU,,,,
393,WEN,,,,
394,WH,,,,
395,WING,,,,
396,WYNN,,,,
397,XPOF,,,,
398,YOSH,,,,
399,YUM,,,,
400,ATER,,,,
401,BLD,,,,
402,BSET,,,,
403,BZH,,,,
404,CCS,,,,
405,COOK,,,,
406,CRCT,,,,
407,CVCO,,,,
408,DFH,,,,
409,DHI,,,,
410,ETD,,,,
411,FLXS,,,,
412,GPRO,,,,
413,GRBK,,,,
414,HBB,,,,
415,HELE,,,,
416,HOFT,,,,
417,HOV,,,,
418,IBP,,,,
419,IRBT,,,,
420,KBH,,,,
421,KOSS,,,,
422,LCUT,,,,
423,LEG,,,,
424,LEN,,,,
425,LEN/B,,,,
426,LGIH,,,,
427,LIVE,,,,
428,LOVE,,,,
429,LSEA,,,,
430,LZB,,,,
431,MHK,,,,
432,MHO,,,,
433,MSN,,,,
434,MTH,,,,
435,NVFY,,,,
436,NVR,,,,
437,NWL,,,,
438,PHM,,,,
439,PRPL,,,,
440,RIME,,,,
441,SDHC,,,,
442,SGI,,,,
443,SKY,,,,
444,SN,,,,
445,SONO,,,,
446,STRR,,,,
447,TMHC,,,,
448,TOL,,,,
449,TPH,,,,
450,UEIC,,,,
451,UHG,,,,
452,WHR,,,,
453,YHGJ,,,,
454,AOUT,,,,
455,BC,,,,
456,CLAR,,,,
457,ESCA,,,,
458,FNKO,,,,
459,GOLF,,,,
460,HAS,,,,
461,JAKK,,,,
462,JOUT,,,,
463,MAT,,,,
464,MBUU,,,,
465,MCFT,,,,
466,MODG,,,,
467,MPX,,,,
468,NWTG,,,,
469,PII,,,,
470,POWW,,,,
471,PTON,,,,
472,RGR,,,,
473,SRM,,,,
474,SWBI,,,,
475,SWIM,,,,
476,TRNR,,,,
477,VEEE,,,,
478,YETI,,,,
479,YYAI,,,,
480,AAP,,,,
481,ABG,,,,
482,AEO,,,,
483,AKA,,,,
484,AN,,,,
485,ANF,,,,
486,ARHS,,,,
487,ARKO,,,,
488,ASO,,,,
489,AZO,,,,
490,BARK,,,,
491,BBW,,,,
492,BBWI,,,,
493,BBY,,,,
494,BGFV,,,,
495,BKE,,,,
496,BNED,,,,
497,BOOT,,,,
498,BRLT,,,,
499,BURL,,,,
500,BYON,,,,
501,CAL,,,,
502,CATO,,,,
503,CHWY,,,,
504,CRMT,,,,
505,CTRN,,,,
506,CURV,,,,
507,CVNA,,,,
508,CWH,,,,
509,DBI,,,,
510,DKS,,,,
511,DLTH,,,,
512,DXLG,,,,
513,ELA,,,,
514,EVGO,,,,
515,EYE,,,,
516,FIVE,,,,
517,FL,,,,
518,FLWS,,,,
519,FND,,,,
520,GAP,,,,
521,GCO,,,,
522,GME,,,,
523,GORV,,,,
524,GPI,,,,
525,GROV,,,,
526,GRWG,,,,
527,HD,,,,
528,HVT,,,,
529,HVT/A,,,,
530,HZO,,,,
531,JILL,,,,
532,KIRK,,,,
533,KMX,,,,
534,LAD,,,,
535,LE,,,,
536,LESL,,,,
537,LOW,,,,
538,LVLU,,,,
539,MNRO,,,,
540,MUSA,,,,
541,NEGG,,,,
542,ODP,,,,
543,ONEW,,,,
544,ORLY,,,,
545,PAG,,,,
546,PETS,,,,
547,PLCE,,,,
548,PRTS,,,,
549,REAL,,,,
550,RENT,,,,
551,RH,,,,
552,RMBL,,,,
553,ROST,,,,
554,RVLV,,,,
555,SAH,,,,
556,SBH,,,,
557,SCVL,,,,
558,SFIX,,,,
559,SIG,,,,
560,SNBR,,,,
561,SPWH,,,,
562,TDUP,,,,
563,TJX,,,,
564,TLF,,,,
565,TLYS,,,,
566,TSCO,,,,
567,TTSH,,,,
568,ULTA,,,,
569,UPBD,,,,
570,URBN,,,,
571,VSCO,,,,
572,VVV,,,,
573,W,,,,
574,WINA,,,,
575,WOOF,,,,
576,WRBY,,,,
577,WSM,,,,
578,XELB,,,,
579,ZUMZ,,,,
580,BIRD,,,,
581,COLM,,,,
582,CRI,,,,
583,CROX,,,,
584,CRWS,,,,
585,CULP,,,,
586,DECK,,,,
587,FIGS,,,,
588,FOSL,,,,
589,GIII,,,,
590,HBI,,,,
591,JRSH,,,,
592,KTB,,,,
593,LAKE,,,,
594,LEVI,,,,
595,MOV,,,,
596,NKE,,,,
597,OXM,,,,
598,PLBY,,,,
599,PVH,,,,
600,RCKY,,,,
601,RL,,,,
602,SGC,,,,
603,SHOO,,,,
604,SKX,,,,
605,TPR,,,,
606,UA,,,,
607,UAA,,,,
608,UFI,,,,
609,VFC,,,,
610,VNCE,,,,
611,VRA,,,,
612,WWW,,,,
613,AMZE,,,,
614,BF/A,,,,
615,BF/B,,,,
616,BLNE,,,,
617,CASK,,,,
618,CELH,,,,
619,COCO,,,,
620,COKE,,,,
621,FIZZ,,,,
622,KDP,,,,
623,KO,,,,
624,MGPI,,,,
625,MNST,,,,
626,PEP,,,,
627,PRMB,,,,
628,SAM,,,,
629,SBEV,,,,
630,STZ,,,,
631,TAP,,,,
632,TAP/A,,,,
633,WVVI,,,,
634,ZVIA,,,,
635,ACI,,,,
636,ANDE,,,,
637,BJ,,,,
638,CART,,,,
639,CASY,,,,
640,CHEF,,,,
641,COST,,,,
642,DG,,,,
643,DLTR,,,,
644,GO,,,,
645,GRDN,,,,
646,HCWC,,,,
647,HFFG,,,,
648,IMKTA,,,,
649,KR,,,,
650,MGRX,,,,
651,MSS,,,,
652,NGVC,,,,
653,PFGC,,,,
654,PSMT,,,,
655,REBN,,,,
656,SFM,,,,
657,SPTN,,,,
658,SYY,,,,
659,TGT,,,,
660,UNFI,,,,
661,USFD,,,,
662,VLGEA,,,,
663,WBA,,,,
664,WMK,,,,
665,WMT,,,,
666,ADM,,,,
667,ALCO,,,,
668,AVO,,,,
669,BG,,,,
670,BGS,,,,
671,BOF,,,,
672,BRCC,,,,
673,BRFH,,,,
674,BRID,,,,
675,BYND,,,,
676,CAG,,,,
677,CALM,,,,
678,CPB,,,,
679,CVGW,,,,
680,DAR,,,,
681,EDBL,,,,
682,FARM,,,,
683,FDP,,,,
684,FLO,,,,
685,FRPT,,,,
686,GIS,,,,
687,HAIN,,,,
688,HRL,,,,
689,HSY,,,,
690,IMG,,,,
691,INGR,,,,
692,JBSS,,,,
693,JJSF,,,,
694,JVA,,,,
695,K,,,,
696,KHC,,,,
697,KLG,,,,
698,LANC,,,,
699,LMNR,,,,
700,LOCL,,,,
701,LSF,,,,
702,LW,,,,
703,LWAY,,,,
704,MAMA,,,,
705,MDLZ,,,,
706,MKC,,,,
707,MKC/V,,,,
708,POST,,,,
709,PPC,,,,
710,RKDA,,,,
711,RMCF,,,,
712,SANW,,,,
713,SDOT,,,,
714,SEB,,,,
715,SENEA,,,,
716,SENEB,,,,
717,SFD,,,,
718,SJM,,,,
719,SMPL,,,,
720,SOWG,,,,
721,SRXH,,,,
722,STKL,,,,
723,THS,,,,
724,TR,,,,
725,TSN,,,,
726,UTZ,,,,
727,VITL,,,,
728,WEST,,,,
729,CENT,,,,
730,CENTA,,,,
731,CHD,,,,
732,CL,,,,
733,CLX,,,,
734,ENR,,,,
735,KMB,,,,
736,ODC,,,,
737,PG,,,,
738,REYN,,,,
739,SPB,,,,
740,WDFC,,,,
741,AXIL,,,,
742,BRBR,,,,
743,COTY,,,,
744,EL,,,,
745,ELAB,,,,
746,ELF,,,,
747,EPC,,,,
748,FTLF,,,,
749,HLF,,,,
750,HNST,,,,
751,IPAR,,,,
752,KVUE,,,,
753,LFVN,,,,
754,MED,,,,
755,MTEX,,,,
756,NAII,,,,
757,NATR,,,,
758,NUS,,,,
759,OLPX,,,,
760,SHOT,,,,
761,SKIN,,,,
762,SNYR,,,,
763,UG,,,,
764,UPXI,,,,
765,USNA,,,,
766,WALD,,,,
767,ISPR,,,,
768,MO,,,,
769,PM,,,,
770,TPB,,,,
771,UVV,,,,
772,XXII,,,,
773,ACDC,,,,
774,AESI,,,,
775,ARIS,,,,
776,AROC,,,,
777,BKR,,,,
778,BOOM,,,,
779,CHX,,,,
780,CLB,,,,
781,DTI,,,,
782,DWSN,,,,
783,ESOA,,,,
784,FET,,,,
785,FLOC,,,,
786,GEOS,,,,
787,GIFI,,,,
788,HAL,,,,
789,HLX,,,,
790,HP,,,,
791,INVX,,,,
792,KGS,,,,
793,KLXE,,,,
794,LBRT,,,,
795,MIND,,,,
796,NBR,,,,
797,NCSM,,,,
798,NE,,,,
799,NESR,,,,
800,NESRW,,,,
801,NGS,,,,
802,NINE,,,,
803,NOV,,,,
804,OII,,,,
805,OIS,,,,
806,PTEN,,,,
807,PUMP,,,,
808,RES,,,,
809,RNGR,,,,
810,SEI,,,,
811,SLB,,,,
812,SMHI,,,,
813,SND,,,,
814,TDW,,,,
815,TTI,,,,
816,TUSK,,,,
817,USAC,,,,
818,VAL,,,,
819,VTOL,,,,
820,WFRD,,,,
821,WHD,,,,
822,WTTR,,,,
823,XPRO,,,,
824,AM,,,,
825,AMPY,,,,
826,AMTX,,,,
827,APA,,,,
828,AR,,,,
829,AREC,,,,
830,ARLP,,,,
831,BATL,,,,
832,BKV,,,,
833,BPT,,,,
834,BRN,,,,
835,BRY,,,,
836,BSM,,,,
837,BTU,,,,
838,CAPL,,,,
839,CETY,,,,
840,CHRD,,,,
841,CIVI,,,,
842,CLMT,,,,
843,CLNE,,,,
844,CNR,,,,
845,CNX,,,,
846,COP,,,,
847,CQP,,,,
848,CRC,,,,
849,CRGY,,,,
850,CRK,,,,
851,CRT,,,,
852,CTRA,,,,
853,CVI,,,,
854,CVX,,,,
855,DEC,,,,
856,DINO,,,,
857,DK,,,,
858,DKL,,,,
859,DMLP,,,,
860,DTM,,,,
861,DVN,,,,
862,EE,,,,
863,EGY,,,,
864,EOG,,,,
865,EONR,,,,
866,EP,,,,
867,EPD,,,,
868,EPM,,,,
869,EPSN,,,,
870,EQT,,,,
871,ET,,,,
872,EXE,,,,
873,FANG,,,,
874,FF,,,,
875,GEL,,,,
876,GEVO,,,,
877,GLP,,,,
878,GPOR,,,,
879,GPRE,,,,
880,GRNT,,,,
881,HES,,,,
882,HESM,,,,
883,HNRG,,,,
884,HPK,,,,
885,HUSA,,,,
886,INR,,,,
887,INSW,,,,
888,KGEI,,,,
889,KMI,,,,
890,KNTK,,,,
891,KOS,,,,
892,KRP,,,,
893,LEU,,,,
894,LNG,,,,
895,LODE,,,,
896,LPG,,,,
897,LTBR,,,,
898,MARPS,,,,
899,MGY,,,,
900,MMLP,,,,
901,MNR,,,,
902,MPC,,,,
903,MPLX,,,,
904,MTDR,,,,
905,MTR,,,,
906,MUR,,,,
907,MVO,,,,
908,MXC,,,,
909,NC,,,,
910,NEHC,,,,
911,NEXT,,,,
912,NFE,,,,
913,NGL,,,,
914,NOG,,,,
915,NRP,,,,
916,NRT,,,,
917,NVGS,,,,
918,NXXT,,,,
919,OKE,,,,
920,OPAL,,,,
921,OVV,,,,
922,OXY,,,,
923,OXY/WS,,,,
924,PAA,,,,
925,PAGP,,,,
926,PARR,,,,
927,PBF,,,,
928,PBT,,,,
929,PED,,,,
930,PHX,,,,
931,PNRG,,,,
932,PR,,,,
933,PROP,,,,
934,PRT,,,,
935,PSX,,,,
936,PVL,,,,
937,REI,,,,
938,REPX,,,,
939,REX,,,,
940,RRC,,,,
941,SBR,,,,
942,SD,,,,
943,SJT,,,,
944,SKYQ,,,,
945,SLNG,,,,
946,SM,,,,
947,SMC,,,,
948,SOC,,,,
949,STR,,,,
950,SUN,,,,
951,TALO,,,,
952,TPET,,,,
953,TPL,,,,
954,TRGP,,,,
955,TXO,,,,
956,UEC,,,,
957,URG,,,,
958,USEG,,,,
959,UUUU,,,,
960,VG,,,,
961,VGAS,,,,
962,VIVK,,,,
963,VLO,,,,
964,VNOM,,,,
965,VOC,,,,
966,VTLE,,,,
967,VTS,,,,
968,WES,,,,
969,WKC,,,,
970,WMB,,,,
971,WTI,,,,
972,XOM,,,,
973,ATHR,,,,
974,DBRG,,,,
975,DFIN,,,,
976,GLXY,,,,
977,MGLD,,,,
978,VALU,,,,
979,DFDV,,,,
980,FCFS,,,,
981,PRG,,,,
982,ACTG,,,,
983,AVDX,,,,
984,CTLP,,,,
985,FPAY,,,,
986,NATL,,,,
987,OLB,,,,
988,RVYL,,,,
989,HIT,,,,
990,OSCR,,,,
991,ABBV,,,,
992,ABEO,,,,
993,ABOS,,,,
994,ABP,,,,
995,ABSI,,,,
996,ABUS,,,,
997,ABVC,,,,
998,ACAD,,,,
999,ACET,,,,
1000,ACHV,,,,
1001,ACLX,,,,
1002,ACRV,,,,
1003,ACTU,,,,
1004,ACXP,,,,
1005,ADMA,,,,
1006,ADTX,,,,
1007,ADVM,,,,
1008,AEON,,,,
1009,AGEN,,,,
1010,AGIO,,,,
1011,AIMD,,,,
1012,AKBA,,,,
1013,AKRO,,,,
1014,ALDX,,,,
1015,ALEC,,,,
1016,ALGS,,,,
1017,ALLO,,,,
1018,ALLR,,,,
1019,ALNY,,,,
1020,ALT,,,,
1021,ALXO,,,,
1022,ALZN,,,,
1023,AMGN,,,,
1024,ANAB,,,,
1025,ANIK,,,,
1026,ANIX,,,,
1027,ANNX,,,,
1028,ANVS,,,,
1029,APGE,,,,
1030,APLM,,,,
1031,APLS,,,,
1032,APLT,,,,
1033,APRE,,,,
1034,APUS,,,,
1035,APVO,,,,
1036,AQB,,,,
1037,ARCT,,,,
1038,ARDX,,,,
1039,ARMP,,,,
1040,ARQT,,,,
1041,ARTV,,,,
1042,ARWR,,,,
1043,ASMB,,,,
1044,ATNF,,,,
1045,ATNFW,,,,
1046,ATNM,,,,
1047,ATOS,,,,
1048,ATRA,,,,
1049,ATXS,,,,
1050,ATYR,,,,
1051,AURA,,,,
1052,AVBP,,,,
1053,AVTX,,,,
1054,AVXL,,,,
1055,AZTR,,,,
1056,BBIO,,,,
1057,BBLG,,,,
1058,BCAB,,,,
1059,BCAX,,,,
1060,BCDA,,,,
1061,BCLI,,,,
1062,BCRX,,,,
1063,BDTX,,,,
1064,BEAM,,,,
1065,BHVN,,,,
1066,BIAF,,,,
1067,BIIB,,,,
1068,BIVI,,,,
1069,BMEA,,,,
1070,BMRN,,,,
1071,BNTC,,,,
1072,BOLD,,,,
1073,BOLT,,,,
1074,BPMC,,,,
1075,BRTX,,,,
1076,BTAI,,,,
1077,BYSI,,,,
1078,CABA,,,,
1079,CADL,,,,
1080,CAMP,,,,
1081,CAPR,,,,
1082,CARM,,,,
1083,CASI,,,,
1084,CATX,,,,
1085,CBUS,,,,
1086,CCCC,,,,
1087,CDIO,,,,
1088,CDNA,,,,
1089,CDTX,,,,
1090,CELC,,,,
1091,CELU,,,,
1092,CELZ,,,,
1093,CERO,,,,
1094,CGEM,,,,
1095,CGON,,,,
1096,CHRO,,,,
1097,CHRS,,,,
1098,CLDI,,,,
1099,CLDX,,,,
1100,CLNN,,,,
1101,CLRB,,,,
1102,CLYM,,,,
1103,CMPX,,,,
1104,CNTA,,,,
1105,CNTB,,,,
1106,COEP,,,,
1107,COGT,,,,
1108,COYA,,,,
1109,CPRX,,,,
1110,CRBP,,,,
1111,CRBU,,,,
1112,CRDF,,,,
1113,CRGX,,,,
1114,CRIS,,,,
1115,CRNX,,,,
1116,CRVO,,,,
1117,CRVS,,,,
1118,CSCI,,,,
1119,CTMX,,,,
1120,CTOR,,,,
1121,CUE,,,,
1122,CVM,,,,
1123,CYCC,,,,
1124,CYCN,,,,
1125,CYTK,,,,
1126,DAWN,,,,
1127,DMAC,,,,
1128,DNLI,,,,
1129,DNTH,,,,
1130,DRMA,,,,
1131,DRUG,,,,
1132,DSGN,,,,
1133,DTIL,,,,
1134,DVAX,,,,
1135,DWTX,,,,
1136,DYAI,,,,
1137,DYN,,,,
1138,EBS,,,,
1139,EDIT,,,,
1140,EDSA,,,,
1141,ELDN,,,,
1142,ELEV,,,,
1143,ELTX,,,,
1144,ELUT,,,,
1145,ENSC,,,,
1146,ENTA,,,,
1147,ENTO,,,,
1148,EQ,,,,
1149,ERAS,,,,
1150,ERNA,,,,
1151,ESLA,,,,
1152,ETNB,,,,
1153,EXAS,,,,
1154,EXEL,,,,
1155,EXOZ,,,,
1156,FATE,,,,
1157,FBIO,,,,
1158,FBLG,,,,
1159,FBRX,,,,
1160,FDMT,,,,
1161,FENC,,,,
1162,FGEN,,,,
1163,FHTX,,,,
1164,FOLD,,,,
1165,GALT,,,,
1166,GANX,,,,
1167,GBIO,,,,
1168,GERN,,,,
1169,GILD,,,,
1170,GLSI,,,,
1171,GLUE,,,,
1172,GLYC,,,,
1173,GNLX,,,,
1174,GNPX,,,,
1175,GOSS,,,,
1176,GOVX,,,,
1177,GRAL,,,,
1178,GRI,,,,
1179,GTBP,,,,
1180,GYRE,,,,
1181,HALO,,,,
1182,HCWB,,,,
1183,HLVX,,,,
1184,HOOK,,,,
1185,HOWL,,,,
1186,HRTX,,,,
1187,HUMA,,,,
1188,HURA,,,,
1189,IBIO,,,,
1190,IBRX,,,,
1191,ICCC,,,,
1192,IDYA,,,,
1193,IGMS,,,,
1194,IKT,,,,
1195,IMAB,,,,
1196,IMMX,,,,
1197,IMNM,,,,
1198,IMNN,,,,
1199,IMRX,,,,
1200,IMUX,,,,
1201,IMVT,,,,
1202,INAB,,,,
1203,INBX,,,,
1204,INCY,,,,
1205,INDP,,,,
1206,INKT,,,,
1207,INMB,,,,
1208,INO,,,,
1209,INSM,,,,
1210,INTS,,,,
1211,INZY,,,,
1212,IONS,,,,
1213,IOVA,,,,
1214,IPSC,,,,
1215,IRD,,,,
1216,IRON,,,,
1217,IRWD,,,,
1218,ITOS,,,,
1219,IVVD,,,,
1220,JANX,,,,
1221,JBIO,,,,
1222,JSPR,,,,
1223,KALA,,,,
1224,KALV,,,,
1225,KAPA,,,,
1226,KLRS,,,,
1227,KLTO,,,,
1228,KNSA,,,,
1229,KOD,,,,
1230,KPTI,,,,
1231,KRON,,,,
1232,KROS,,,,
1233,KRRO,,,,
1234,KRYS,,,,
1235,KTTA,,,,
1236,KURA,,,,
1237,KYMR,,,,
1238,KYTX,,,,
1239,KZR,,,,
1240,LCTX,,,,
1241,LEGN,,,,
1242,LGVN,,,,
1243,LIMN,,,,
1244,LIPO,,,,
1245,LIXT,,,,
1246,LPTX,,,,
1247,LRMR,,,,
1248,LSTA,,,,
1249,LTRN,,,,
1250,LXEO,,,,
1251,LXRX,,,,
1252,LYEL,,,,
1253,MAIA,,,,
1254,MBIO,,,,
1255,MBRX,,,,
1256,MCRB,,,,
1257,MDGL,,,,
1258,MDXG,,,,
1259,MEIP,,,,
1260,MGNX,,,,
1261,MGTX,,,,
1262,MGX,,,,
1263,MIRM,,,,
1264,MLYS,,,,
1265,MNKD,,,,
1266,MNOV,,,,
1267,MNPR,,,,
1268,MRKR,,,,
1269,MRNA,,,,
1270,MRSN,,,,
1271,MTNB,,,,
1272,MTSR,,,,
1273,MTVA,,,,
1274,MYGN,,,,
1275,NBIX,,,,
1276,NERV,,,,
1277,NEUP,,,,
1278,NGNE,,,,
1279,NKTX,,,,
1280,NNVC,,,,
1281,NRIX,,,,
1282,NTLA,,,,
1283,NTRA,,,,
1284,NUVL,,,,
1285,NVAX,,,,
1286,NVCT,,,,
1287,NXTC,,,,
1288,OCGN,,,,
1289,OCX,,,,
1290,OGEN,,,,
1291,OKUR,,,,
1292,OLMA,,,,
1293,ONC,,,,
1294,ONCO,,,,
1295,ORGO,,,,
1296,ORIC,,,,
1297,ORKA,,,,
1298,OSTX,,,,
1299,OTLK,,,,
1300,OVID,,,,
1301,PALI,,,,
1302,PASG,,,,
