ticker_id,ticker,ticker-full,short-name,sector,industry
591,JRSH,JRSH US Equity,JERASH HOLDINGS,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
592,KTB,KTB US Equity,KONTOOR BRAND,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
593,LAKE,LAKE US Equity,LAKELAND INDS,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
594,LEVI,LEVI US Equity,LEVI STRAUSS-A,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
595,MOV,MOV US Equity,MOVADO GROUP,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
596,NKE,NKE US Equity,NIKE INC -CL B,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
597,OXM,OXM US Equity,OXFORD INDS INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
598,PLBY,PLBY US Equity,PLBY GROUP INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
599,PVH,PVH US Equity,PVH CORP,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
600,RCKY,RCKY US Equity,ROCKY BRANDS INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
601,RL,RL US Equity,RALPH LAUREN COR,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
602,SGC,SGC US Equity,SUPERIOR GROUP O,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
603,SHOO,SHOO US Equity,STEVEN MADDEN,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
604,SKX,SKX US Equity,SKECHERS USA-A,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
605,TPR,TPR US Equity,TAPESTRY INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
606,UA,UA US Equity,UNDER ARMO-C,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
607,UAA,UAA US Equity,UNDER ARMOUR-A,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
608,UFI,UFI US Equity,UNIFI INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
609,VFC,VFC US Equity,VF CORP,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
610,VNCE,VNCE US Equity,VINCE HOLDING CO,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
611,VRA,VRA US Equity,VERA BRADLEY INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
612,WWW,WWW US Equity,WOLVERINE WORLD,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
613,AMZE,AMZE US Equity,AMAZE HOLDINGS I,Consumer Staples,Beverages
614,BF/A,BF/A US Equity,BROWN-FORMAN -A,Consumer Staples,Beverages
615,BF/B,BF/B US Equity,BROWN-FORMAN -B,Consumer Staples,Beverages
616,BLNE,BLNE US Equity,BEELINE HOLDINGS,Consumer Staples,Beverages
617,CASK,CASK US Equity,HERITAGE DISTILL,Consumer Staples,Beverages
618,CELH,CELH US Equity,CELSIUS HOLDINGS,Consumer Staples,Beverages
619,COCO,COCO US Equity,VITA COCO CO INC,Consumer Staples,Beverages
620,COKE,COKE US Equity,COCA-COLA CONSOL,Consumer Staples,Beverages
621,FIZZ,FIZZ US Equity,NATL BEVERAGE,Consumer Staples,Beverages
622,KDP,KDP US Equity,KEURIG DR PEPPER,Consumer Staples,Beverages
623,KO,KO US Equity,COCA-COLA CO/THE,Consumer Staples,Beverages
624,MGPI,MGPI US Equity,MGP INGREDIENTS,Consumer Staples,Beverages
625,MNST,MNST US Equity,MONSTER BEVERAGE,Consumer Staples,Beverages
626,PEP,PEP US Equity,PEPSICO INC,Consumer Staples,Beverages
627,PRMB,PRMB US Equity,PRIMO BRANDS COR,Consumer Staples,Beverages
628,SAM,SAM US Equity,BOSTON BEER-A,Consumer Staples,Beverages
629,SBEV,SBEV US Equity,SPLASH BEVERAGE,Consumer Staples,Beverages
630,STZ,STZ US Equity,CONSTELLATION-A,Consumer Staples,Beverages
631,TAP,TAP US Equity,MOLSON COORS-B,Consumer Staples,Beverages
632,TAP/A,TAP/A US Equity,MOLSON COORS-A,Consumer Staples,Beverages
633,WVVI,WVVI US Equity,WILLAMETTE VALLY,Consumer Staples,Beverages
634,ZVIA,ZVIA US Equity,ZEVIA PBC-A,Consumer Staples,Beverages
635,ACI,ACI US Equity,ALBERTSONS COS-A,Consumer Staples,Consumer Staples Distribution & Retail
636,ANDE,ANDE US Equity,ANDERSONS INC,Consumer Staples,Consumer Staples Distribution & Retail
637,BJ,BJ US Equity,BJ'S WHOLESALE C,Consumer Staples,Consumer Staples Distribution & Retail
638,CART,CART US Equity,MAPLEBEAR INC,Consumer Staples,Consumer Staples Distribution & Retail
639,CASY,CASY US Equity,CASEY'S GENERAL,Consumer Staples,Consumer Staples Distribution & Retail
640,CHEF,CHEF US Equity,CHEFS WAREHOUSE,Consumer Staples,Consumer Staples Distribution & Retail
641,COST,COST US Equity,COSTCO WHOLESALE,Consumer Staples,Consumer Staples Distribution & Retail
642,DG,DG US Equity,DOLLAR GENERAL C,Consumer Staples,Consumer Staples Distribution & Retail
643,DLTR,DLTR US Equity,DOLLAR TREE INC,Consumer Staples,Consumer Staples Distribution & Retail
644,GO,GO US Equity,GROCERY OUTLET,Consumer Staples,Consumer Staples Distribution & Retail
645,GRDN,GRDN US Equity,GUARDIAN PHARM-A,Consumer Staples,Consumer Staples Distribution & Retail
646,HCWC,HCWC US Equity,HEALTHY CHOICE W,Consumer Staples,Consumer Staples Distribution & Retail
647,HFFG,HFFG US Equity,HF FOODS GROUP I,Consumer Staples,Consumer Staples Distribution & Retail
648,IMKTA,IMKTA US Equity,INGLES MARKETS-A,Consumer Staples,Consumer Staples Distribution & Retail
649,KR,KR US Equity,KROGER CO,Consumer Staples,Consumer Staples Distribution & Retail
650,MGRX,MGRX US Equity,MANGOCEUTICALS I,Consumer Staples,Consumer Staples Distribution & Retail
651,MSS,MSS US Equity,MAISON SOLUTIO-A,Consumer Staples,Consumer Staples Distribution & Retail
652,NGVC,NGVC US Equity,NATURAL GROCERS,Consumer Staples,Consumer Staples Distribution & Retail
653,PFGC,PFGC US Equity,PERFORMANCE FOOD,Consumer Staples,Consumer Staples Distribution & Retail
654,PSMT,PSMT US Equity,PRICESMART INC,Consumer Staples,Consumer Staples Distribution & Retail
655,REBN,REBN US Equity,REBORN COFFEE IN,Consumer Staples,Consumer Staples Distribution & Retail
656,SFM,SFM US Equity,SPROUTS FARMERS,Consumer Staples,Consumer Staples Distribution & Retail
657,SPTN,SPTN US Equity,SPARTANNASH CO,Consumer Staples,Consumer Staples Distribution & Retail
658,SYY,SYY US Equity,SYSCO CORP,Consumer Staples,Consumer Staples Distribution & Retail
659,TGT,TGT US Equity,TARGET CORP,Consumer Staples,Consumer Staples Distribution & Retail
660,UNFI,UNFI US Equity,UNITED NATURAL,Consumer Staples,Consumer Staples Distribution & Retail
661,USFD,USFD US Equity,US FOODS HOLDING,Consumer Staples,Consumer Staples Distribution & Retail
662,VLGEA,VLGEA US Equity,VILLAGE SUPER -A,Consumer Staples,Consumer Staples Distribution & Retail
663,WBA,WBA US Equity,WALGREENS BOOTS,Consumer Staples,Consumer Staples Distribution & Retail
664,WMK,WMK US Equity,WEIS MARKETS INC,Consumer Staples,Consumer Staples Distribution & Retail
665,WMT,WMT US Equity,WALMART INC,Consumer Staples,Consumer Staples Distribution & Retail
666,ADM,ADM US Equity,ARCHER-DANIELS,Consumer Staples,Food Products
667,ALCO,ALCO US Equity,ALICO INC,Consumer Staples,Food Products
668,AVO,AVO US Equity,MISSION PRODUCE,Consumer Staples,Food Products
669,BG,BG US Equity,BUNGE GLOBAL SA,Consumer Staples,Food Products
670,BGS,BGS US Equity,B&G FOODS INC,Consumer Staples,Food Products
671,BOF,BOF US Equity,BRANCHOUT FOOD I,Consumer Staples,Food Products
672,BRCC,BRCC US Equity,BRC INC-A,Consumer Staples,Food Products
673,BRFH,BRFH US Equity,BARFRESH FOOD GR,Consumer Staples,Food Products
674,BRID,BRID US Equity,BRIDGFORD FOODS,Consumer Staples,Food Products
675,BYND,BYND US Equity,BEYOND MEAT INC,Consumer Staples,Food Products
676,CAG,CAG US Equity,CONAGRA BRANDS I,Consumer Staples,Food Products
677,CALM,CALM US Equity,CAL-MAINE FOODS,Consumer Staples,Food Products
678,CPB,CPB US Equity,THE CAMPBELL'S C,Consumer Staples,Food Products
679,CVGW,CVGW US Equity,CALAVO GROWERS I,Consumer Staples,Food Products
680,DAR,DAR US Equity,DARLING INGREDIE,Consumer Staples,Food Products
681,EDBL,EDBL US Equity,EDIBLE GARDEN AG,Consumer Staples,Food Products
682,FARM,FARM US Equity,FARMER BROS CO,Consumer Staples,Food Products
683,FDP,FDP US Equity,FRESH DEL MONTE,Consumer Staples,Food Products
684,FLO,FLO US Equity,FLOWERS FOODS,Consumer Staples,Food Products
685,FRPT,FRPT US Equity,FRESHPET INC,Consumer Staples,Food Products
686,GIS,GIS US Equity,GENERAL MILLS IN,Consumer Staples,Food Products
687,HAIN,HAIN US Equity,HAIN CELESTIAL,Consumer Staples,Food Products
688,HRL,HRL US Equity,HORMEL FOODS CRP,Consumer Staples,Food Products
689,HSY,HSY US Equity,HERSHEY CO/THE,Consumer Staples,Food Products
690,IMG,IMG US Equity,CIMG INC,Consumer Staples,Food Products
691,INGR,INGR US Equity,INGREDION INC,Consumer Staples,Food Products
692,JBSS,JBSS US Equity,JOHN B SANFILIPP,Consumer Staples,Food Products
693,JJSF,JJSF US Equity,J & J SNACK FOOD,Consumer Staples,Food Products
694,JVA,JVA US Equity,COFFEE HOLDING C,Consumer Staples,Food Products
695,K,K US Equity,KELLANOVA,Consumer Staples,Food Products
696,KHC,KHC US Equity,KRAFT HEINZ CO/T,Consumer Staples,Food Products
697,KLG,KLG US Equity,WK KELLOGG CO,Consumer Staples,Food Products
698,LANC,LANC US Equity,LANCASTER COLONY,Consumer Staples,Food Products
699,LMNR,LMNR US Equity,LIMONEIRA CO,Consumer Staples,Food Products
700,LOCL,LOCL US Equity,LOCAL BOUNTI COR,Consumer Staples,Food Products
701,LSF,LSF US Equity,LAIRD SUPERFOOD,Consumer Staples,Food Products
702,LW,LW US Equity,LAMB WESTON,Consumer Staples,Food Products
703,LWAY,LWAY US Equity,LIFEWAY FOODS,Consumer Staples,Food Products
704,MAMA,MAMA US Equity,MAMA'S CREATIONS,Consumer Staples,Food Products
705,MDLZ,MDLZ US Equity,MONDELEZ INTER-A,Consumer Staples,Food Products
706,MKC,MKC US Equity,MCCORMICK-N/V,Consumer Staples,Food Products
707,MKC/V,MKC/V US Equity,MCCORMICK-VTG,Consumer Staples,Food Products
708,POST,POST US Equity,POST HOLDINGS IN,Consumer Staples,Food Products
709,PPC,PPC US Equity,PILGRIM'S PRIDE,Consumer Staples,Food Products
710,RKDA,RKDA US Equity,ARCADIA BIOSCIEN,Consumer Staples,Food Products
711,RMCF,RMCF US Equity,ROCKY MTN CHOC,Consumer Staples,Food Products
712,SANW,SANW US Equity,S&W SEED CO,Consumer Staples,Food Products
713,SDOT,SDOT US Equity,SADOT GROUP INC,Consumer Staples,Food Products
714,SEB,SEB US Equity,SEABOARD CORP,Consumer Staples,Food Products
715,SENEA,SENEA US Equity,SENECA FOODS-A,Consumer Staples,Food Products
716,SENEB,SENEB US Equity,SENECA FOODS-B,Consumer Staples,Food Products
717,SFD,SFD US Equity,SMITHFIELD FOODS,Consumer Staples,Food Products
718,SJM,SJM US Equity,JM SMUCKER CO,Consumer Staples,Food Products
719,SMPL,SMPL US Equity,SIMPLY GOOD FOOD,Consumer Staples,Food Products
720,SOWG,SOWG US Equity,SOW GOOD INC,Consumer Staples,Food Products
721,SRXH,SRXH US Equity,SRX HEALTH SOLUT,Consumer Staples,Food Products
722,STKL,STKL US Equity,SUNOPTA INC,Consumer Staples,Food Products
723,THS,THS US Equity,TREEHOUSE FOODS,Consumer Staples,Food Products
724,TR,TR US Equity,TOOTSIE ROLL IND,Consumer Staples,Food Products
725,TSN,TSN US Equity,TYSON FOODS-A,Consumer Staples,Food Products
726,UTZ,UTZ US Equity,UTZ BRANDS INC,Consumer Staples,Food Products
727,VITL,VITL US Equity,VITAL FARMS INC,Consumer Staples,Food Products
728,WEST,WEST US Equity,WESTROCK COFFEE,Consumer Staples,Food Products
729,CENT,CENT US Equity,CENTRAL GARDEN,Consumer Staples,Household Products
730,CENTA,CENTA US Equity,CENTRAL GARDEN-A,Consumer Staples,Household Products
731,CHD,CHD US Equity,CHURCH & DWIGHT,Consumer Staples,Household Products
732,CL,CL US Equity,COLGATE-PALMOLIV,Consumer Staples,Household Products
733,CLX,CLX US Equity,CLOROX CO,Consumer Staples,Household Products
734,ENR,ENR US Equity,ENERGIZER HOLDIN,Consumer Staples,Household Products
735,KMB,KMB US Equity,KIMBERLY-CLARK,Consumer Staples,Household Products
736,ODC,ODC US Equity,OIL DRI CORP,Consumer Staples,Household Products
737,PG,PG US Equity,PROCTER & GAMBLE,Consumer Staples,Household Products
738,REYN,REYN US Equity,REYNOLDS CONSUME,Consumer Staples,Household Products
739,SPB,SPB US Equity,SPECTRUM BRANDS,Consumer Staples,Household Products
740,WDFC,WDFC US Equity,WD-40 CO,Consumer Staples,Household Products
741,AXIL,AXIL US Equity,AXIL BRANDS INC,Consumer Staples,Personal Care Products
742,BRBR,BRBR US Equity,BELLRING BRANDS,Consumer Staples,Personal Care Products
743,COTY,COTY US Equity,COTY INC-CL A,Consumer Staples,Personal Care Products
744,EL,EL US Equity,ESTEE LAUDER,Consumer Staples,Personal Care Products
745,ELAB,ELAB US Equity,PMGC HOLDINGS IN,Consumer Staples,Personal Care Products
746,ELF,ELF US Equity,ELF BEAUTY INC,Consumer Staples,Personal Care Products
747,EPC,EPC US Equity,EDGEWELL PERSONA,Consumer Staples,Personal Care Products
748,FTLF,FTLF US Equity,FITLIFE BRANDS I,Consumer Staples,Personal Care Products
749,HLF,HLF US Equity,HERBALIFE LTD,Consumer Staples,Personal Care Products
750,HNST,HNST US Equity,HONEST CO INC/TH,Consumer Staples,Personal Care Products
751,IPAR,IPAR US Equity,INTERPARFUMS INC,Consumer Staples,Personal Care Products
752,KVUE,KVUE US Equity,KENVUE INC,Consumer Staples,Personal Care Products
753,LFVN,LFVN US Equity,LIFEVANTAGE CORP,Consumer Staples,Personal Care Products
754,MED,MED US Equity,MEDIFAST INC,Consumer Staples,Personal Care Products
755,MTEX,MTEX US Equity,MANNATECH INC,Consumer Staples,Personal Care Products
756,NAII,NAII US Equity,NATURAL ALT INTL,Consumer Staples,Personal Care Products
757,NATR,NATR US Equity,NATURE'S SUNSHNE,Consumer Staples,Personal Care Products
758,NUS,NUS US Equity,NU SKIN ENTERP-A,Consumer Staples,Personal Care Products
759,OLPX,OLPX US Equity,OLAPLEX HOLDINGS,Consumer Staples,Personal Care Products
760,SHOT,SHOT US Equity,SAFETY SHOT INC,Consumer Staples,Personal Care Products
761,SKIN,SKIN US Equity,BEAUTY HEALTH CO,Consumer Staples,Personal Care Products
762,SNYR,SNYR US Equity,SYNERGY CHC CORP,Consumer Staples,Personal Care Products
763,UG,UG US Equity,UNITED GUARDIAN,Consumer Staples,Personal Care Products
764,UPXI,UPXI US Equity,UPEXI INC,Consumer Staples,Personal Care Products
765,USNA,USNA US Equity,USANA HEALTH SCI,Consumer Staples,Personal Care Products
766,WALD,WALD US Equity,WALDENCAST PLC-A,Consumer Staples,Personal Care Products
767,ISPR,ISPR US Equity,ISPIRE TECHNOLOG,Consumer Staples,Tobacco
768,MO,MO US Equity,ALTRIA GROUP INC,Consumer Staples,Tobacco
769,PM,PM US Equity,PHILIP MORRIS IN,Consumer Staples,Tobacco
770,TPB,TPB US Equity,TURNING POINT BR,Consumer Staples,Tobacco
771,UVV,UVV US Equity,UNIVERSAL CORP,Consumer Staples,Tobacco
772,XXII,XXII US Equity,22ND CENTURY GRO,Consumer Staples,Tobacco
773,ACDC,ACDC US Equity,PROFRAC HOLDIN-A,Energy,Energy Equipment & Services
774,AESI,AESI US Equity,ATLAS ENERGY SOL,Energy,Energy Equipment & Services
775,ARIS,ARIS US Equity,ARIS WATER SOL-A,Energy,Energy Equipment & Services
776,AROC,AROC US Equity,ARCHROCK INC,Energy,Energy Equipment & Services
777,BKR,BKR US Equity,BAKER HUGHES CO,Energy,Energy Equipment & Services
778,BOOM,BOOM US Equity,DMC GLOBAL INC,Energy,Energy Equipment & Services
779,CHX,CHX US Equity,CHAMPIONX CORP,Energy,Energy Equipment & Services
780,CLB,CLB US Equity,CORE LABORATORIE,Energy,Energy Equipment & Services
781,DTI,DTI US Equity,DRILLING TOOLS I,Energy,Energy Equipment & Services
782,DWSN,DWSN US Equity,DAWSON GEOPHYSIC,Energy,Energy Equipment & Services
783,ESOA,ESOA US Equity,ENERGY SERVICES,Energy,Energy Equipment & Services
784,FET,FET US Equity,FORUM ENERGY TEC,Energy,Energy Equipment & Services
785,FLOC,FLOC US Equity,FLOWCO HOLDINGS,Energy,Energy Equipment & Services
786,GEOS,GEOS US Equity,GEOSPACE TECHNOL,Energy,Energy Equipment & Services
787,GIFI,GIFI US Equity,GULF ISLAND FABR,Energy,Energy Equipment & Services
788,HAL,HAL US Equity,HALLIBURTON CO,Energy,Energy Equipment & Services
789,HLX,HLX US Equity,HELIX ENERGY SOL,Energy,Energy Equipment & Services
790,HP,HP US Equity,HELMERICH & PAYN,Energy,Energy Equipment & Services
791,INVX,INVX US Equity,INNOVEX INTERNAT,Energy,Energy Equipment & Services
792,KGS,KGS US Equity,KODIAK GAS SERVI,Energy,Energy Equipment & Services
793,KLXE,KLXE US Equity,KLX ENERGY SERVI,Energy,Energy Equipment & Services
794,LBRT,LBRT US Equity,LIBERTY ENERGY I,Energy,Energy Equipment & Services
795,MIND,MIND US Equity,MIND TECHNOLOGY,Energy,Energy Equipment & Services
796,NBR,NBR US Equity,NABORS INDS LTD,Energy,Energy Equipment & Services
797,NCSM,NCSM US Equity,NCS MULTISTAGE H,Energy,Energy Equipment & Services
798,NE,NE US Equity,NOBLE CORP PLC,Energy,Energy Equipment & Services
799,NESR,NESR US Equity,NATIONAL ENERGY,Energy,Energy Equipment & Services
800,NESRW,NESRW US Equity,NATIONAL EN-CW23,Energy,Energy Equipment & Services
801,NGS,NGS US Equity,NATURAL GAS SERV,Energy,Energy Equipment & Services
802,NINE,NINE US Equity,NINE ENERGY SERV,Energy,Energy Equipment & Services
803,NOV,NOV US Equity,NOV INC,Energy,Energy Equipment & Services
804,OII,OII US Equity,OCEANEERING INTL,Energy,Energy Equipment & Services
805,OIS,OIS US Equity,OIL STATES INTL,Energy,Energy Equipment & Services
806,PTEN,PTEN US Equity,PATTERSON-UTI,Energy,Energy Equipment & Services
807,PUMP,PUMP US Equity,PROPETRO HOLDING,Energy,Energy Equipment & Services
808,RES,RES US Equity,RPC INC,Energy,Energy Equipment & Services
809,RNGR,RNGR US Equity,RANGER ENERGY A,Energy,Energy Equipment & Services
810,SEI,SEI US Equity,SOLARIS ENERGY I,Energy,Energy Equipment & Services
811,SLB,SLB US Equity,SCHLUMBERGER LTD,Energy,Energy Equipment & Services
812,SMHI,SMHI US Equity,SEACOR MARINE HO,Energy,Energy Equipment & Services
813,SND,SND US Equity,SMART SAND INC,Energy,Energy Equipment & Services
814,TDW,TDW US Equity,TIDEWATER INC,Energy,Energy Equipment & Services
815,TTI,TTI US Equity,TETRA TECHNOLOGI,Energy,Energy Equipment & Services
816,TUSK,TUSK US Equity,MAMMOTH ENERGY S,Energy,Energy Equipment & Services
817,USAC,USAC US Equity,USA COMPRESSION,Energy,Energy Equipment & Services
818,VAL,VAL US Equity,VALARIS LTD,Energy,Energy Equipment & Services
819,VTOL,VTOL US Equity,BRISTOW GROUP IN,Energy,Energy Equipment & Services
820,WFRD,WFRD US Equity,WEATHERFORD INTE,Energy,Energy Equipment & Services
821,WHD,WHD US Equity,CACTUS INC- A,Energy,Energy Equipment & Services
822,WTTR,WTTR US Equity,SELECT WATER SOL,Energy,Energy Equipment & Services
823,XPRO,XPRO US Equity,EXPRO GROUP HOLD,Energy,Energy Equipment & Services
824,AM,AM US Equity,ANTERO MIDSTREAM,Energy,"Oil, Gas & Consumable Fuels"
825,AMPY,AMPY US Equity,AMPLIFY ENERGY C,Energy,"Oil, Gas & Consumable Fuels"
826,AMTX,AMTX US Equity,AEMETIS INC,Energy,"Oil, Gas & Consumable Fuels"
827,APA,APA US Equity,APA CORP,Energy,"Oil, Gas & Consumable Fuels"
828,AR,AR US Equity,ANTERO RESOURCES,Energy,"Oil, Gas & Consumable Fuels"
829,AREC,AREC US Equity,AMERICAN RESOURC,Energy,"Oil, Gas & Consumable Fuels"
830,ARLP,ARLP US Equity,ALLIANCE RESOURC,Energy,"Oil, Gas & Consumable Fuels"
831,BATL,BATL US Equity,BATTALION OIL CO,Energy,"Oil, Gas & Consumable Fuels"
832,BKV,BKV US Equity,BKV CORPORATION,Energy,"Oil, Gas & Consumable Fuels"
833,BPT,BPT US Equity,BP PRUD BAY-RTU,Energy,"Oil, Gas & Consumable Fuels"
834,BRN,BRN US Equity,BARNWELL INDS,Energy,"Oil, Gas & Consumable Fuels"
835,BRY,BRY US Equity,BERRY CORP,Energy,"Oil, Gas & Consumable Fuels"
836,BSM,BSM US Equity,BLACK STONE MINE,Energy,"Oil, Gas & Consumable Fuels"
837,BTU,BTU US Equity,PEABODY ENERGY,Energy,"Oil, Gas & Consumable Fuels"
838,CAPL,CAPL US Equity,CROSSAMERICA PAR,Energy,"Oil, Gas & Consumable Fuels"
839,CETY,CETY US Equity,CLEAN ENERGY TEC,Energy,"Oil, Gas & Consumable Fuels"
840,CHRD,CHRD US Equity,CHORD ENERGY COR,Energy,"Oil, Gas & Consumable Fuels"
841,CIVI,CIVI US Equity,CIVITAS RESOURCE,Energy,"Oil, Gas & Consumable Fuels"
842,CLMT,CLMT US Equity,CALUMET INC,Energy,"Oil, Gas & Consumable Fuels"
843,CLNE,CLNE US Equity,CLEAN ENERGY FUE,Energy,"Oil, Gas & Consumable Fuels"
844,CNR,CNR US Equity,CORE NATURAL RES,Energy,"Oil, Gas & Consumable Fuels"
845,CNX,CNX US Equity,CNX RESOURCES CO,Energy,"Oil, Gas & Consumable Fuels"
846,COP,COP US Equity,CONOCOPHILLIPS,Energy,"Oil, Gas & Consumable Fuels"
847,CQP,CQP US Equity,CHENIERE ENERGY,Energy,"Oil, Gas & Consumable Fuels"
848,CRC,CRC US Equity,CALIFORNIA RESOU,Energy,"Oil, Gas & Consumable Fuels"
849,CRGY,CRGY US Equity,CRESCENT ENERG-A,Energy,"Oil, Gas & Consumable Fuels"
850,CRK,CRK US Equity,COMSTOCK RES INC,Energy,"Oil, Gas & Consumable Fuels"
851,CRT,CRT US Equity,CROSS TIMBERS TR,Energy,"Oil, Gas & Consumable Fuels"
852,CTRA,CTRA US Equity,COTERRA ENERGY I,Energy,"Oil, Gas & Consumable Fuels"
853,CVI,CVI US Equity,CVR ENERGY INC,Energy,"Oil, Gas & Consumable Fuels"
854,CVX,CVX US Equity,CHEVRON CORP,Energy,"Oil, Gas & Consumable Fuels"
855,DEC,DEC US Equity,DIVERSIFIED ENER,Energy,"Oil, Gas & Consumable Fuels"
856,DINO,DINO US Equity,HF SINCLAIR CORP,Energy,"Oil, Gas & Consumable Fuels"
857,DK,DK US Equity,DELEK US HOLDING,Energy,"Oil, Gas & Consumable Fuels"
858,DKL,DKL US Equity,DELEK LOGISTICS,Energy,"Oil, Gas & Consumable Fuels"
859,DMLP,DMLP US Equity,DORCHESTER MINER,Energy,"Oil, Gas & Consumable Fuels"
860,DTM,DTM US Equity,DT MIDSTREAM,Energy,"Oil, Gas & Consumable Fuels"
861,DVN,DVN US Equity,DEVON ENERGY CO,Energy,"Oil, Gas & Consumable Fuels"
862,EE,EE US Equity,EXCELERATE ENE-A,Energy,"Oil, Gas & Consumable Fuels"
863,EGY,EGY US Equity,VAALCO ENERGY,Energy,"Oil, Gas & Consumable Fuels"
864,EOG,EOG US Equity,EOG RESOURCES,Energy,"Oil, Gas & Consumable Fuels"
865,EONR,EONR US Equity,EON RESOURCES IN,Energy,"Oil, Gas & Consumable Fuels"
866,EP,EP US Equity,EMPIRE PETRO,Energy,"Oil, Gas & Consumable Fuels"
867,EPD,EPD US Equity,ENTERPRISE PRODU,Energy,"Oil, Gas & Consumable Fuels"
868,EPM,EPM US Equity,EVOLUTION PETROL,Energy,"Oil, Gas & Consumable Fuels"
869,EPSN,EPSN US Equity,EPSILON ENERGY,Energy,"Oil, Gas & Consumable Fuels"
870,EQT,EQT US Equity,EQT CORP,Energy,"Oil, Gas & Consumable Fuels"
871,ET,ET US Equity,ENERGY TRANSFER,Energy,"Oil, Gas & Consumable Fuels"
872,EXE,EXE US Equity,EXPAND ENERGY CO,Energy,"Oil, Gas & Consumable Fuels"
873,FANG,FANG US Equity,DIAMONDBACK ENER,Energy,"Oil, Gas & Consumable Fuels"
874,FF,FF US Equity,FUTUREFUEL CORP,Energy,"Oil, Gas & Consumable Fuels"
875,GEL,GEL US Equity,GENESIS ENERGY,Energy,"Oil, Gas & Consumable Fuels"
876,GEVO,GEVO US Equity,GEVO INC,Energy,"Oil, Gas & Consumable Fuels"
877,GLP,GLP US Equity,GLOBAL PARTNERS,Energy,"Oil, Gas & Consumable Fuels"
878,GPOR,GPOR US Equity,GULFPORT ENERGY,Energy,"Oil, Gas & Consumable Fuels"
879,GPRE,GPRE US Equity,GREEN PLAINS INC,Energy,"Oil, Gas & Consumable Fuels"
880,GRNT,GRNT US Equity,GRANITE RIDGE RE,Energy,"Oil, Gas & Consumable Fuels"
881,HES,HES US Equity,HESS CORP,Energy,"Oil, Gas & Consumable Fuels"
882,HESM,HESM US Equity,HESS MIDSTREAM-A,Energy,"Oil, Gas & Consumable Fuels"
883,HNRG,HNRG US Equity,HALLADOR ENERGY,Energy,"Oil, Gas & Consumable Fuels"
884,HPK,HPK US Equity,HIGHPEAK ENERGY,Energy,"Oil, Gas & Consumable Fuels"
885,HUSA,HUSA US Equity,HOUSTON AMERICAN,Energy,"Oil, Gas & Consumable Fuels"
886,INR,INR US Equity,INFINITY NATUR-A,Energy,"Oil, Gas & Consumable Fuels"
887,INSW,INSW US Equity,INTERNATIONAL SE,Energy,"Oil, Gas & Consumable Fuels"
888,KGEI,KGEI US Equity,KOLIBRI GLOBAL E,Energy,"Oil, Gas & Consumable Fuels"
889,KMI,KMI US Equity,KINDER MORGAN IN,Energy,"Oil, Gas & Consumable Fuels"
890,KNTK,KNTK US Equity,KINETIK HOLDINGS,Energy,"Oil, Gas & Consumable Fuels"
891,KOS,KOS US Equity,KOSMOS ENERGY LT,Energy,"Oil, Gas & Consumable Fuels"
892,KRP,KRP US Equity,KIMBELL ROYALTY,Energy,"Oil, Gas & Consumable Fuels"
893,LEU,LEU US Equity,CENTRUS ENERGY-A,Energy,"Oil, Gas & Consumable Fuels"
894,LNG,LNG US Equity,CHENIERE ENERGY,Energy,"Oil, Gas & Consumable Fuels"
895,LODE,LODE US Equity,COMSTOCK INC,Energy,"Oil, Gas & Consumable Fuels"
896,LPG,LPG US Equity,DORIAN LPG LTD,Energy,"Oil, Gas & Consumable Fuels"
897,LTBR,LTBR US Equity,LIGHTBRIDGE CORP,Energy,"Oil, Gas & Consumable Fuels"
898,MARPS,MARPS US Equity,MARINE PETRO TST,Energy,"Oil, Gas & Consumable Fuels"
899,MGY,MGY US Equity,MAGNOLIA OIL-A,Energy,"Oil, Gas & Consumable Fuels"
900,MMLP,MMLP US Equity,MARTIN MIDSTREAM,Energy,"Oil, Gas & Consumable Fuels"
901,MNR,MNR US Equity,MACH NATURAL RES,Energy,"Oil, Gas & Consumable Fuels"
902,MPC,MPC US Equity,MARATHON PETROLE,Energy,"Oil, Gas & Consumable Fuels"
